iter	RMSE
550	7.100928826
551	7.099412289
552	7.097899847
553	7.096390107
554	7.094914094
555	7.093410336
556	7.091907482
557	7.090410727
558	7.088903174
559	7.087435676
560	7.085926237
561	7.084434035
562	7.082941235
563	7.081451953
564	7.079996823
565	7.078498407
566	7.077004118
567	7.075525775
568	7.074044211
569	7.072566293
570	7.071122911
571	7.069651344
572	7.06821163
573	7.066730642
574	7.065263514
575	7.063829353
576	7.062397769
577	7.060931651
578	7.059472644
579	7.058016595
580	7.056556933
581	7.055099621
582	7.053649571
583	7.052201728
584	7.050756306
585	7.049312215
586	7.047900593
587	7.046449658
588	7.045042143
589	7.043638006
590	7.042201058
591	7.040765977
592	7.039336014
593	7.037911261
594	7.036484324
595	7.035062532
596	7.033638643
597	7.032218799
598	7.030796628
599	7.029386115
600	7.027975921
601	7.026558991
602	7.025150136
603	7.023770084
604	7.022352693
605	7.020980003
606	7.019572829
607	7.018174077
608	7.016777842
609	7.015380863
610	7.014017639
611	7.012625896
612	7.011239621
613	7.009854815
614	7.00845872
615	7.007069586
616	7.005685701
617	7.004298975
618	7.002915855
619	7.001540484
620	7.000195109
621	6.998823096
622	6.997444174
623	6.996075369
624	6.994703804
625	6.993328967
626	6.991970484
627	6.990635715
628	6.989287541
629	6.987927566
630	6.986602255
631	6.985249174
632	6.983888463
633	6.982543172
634	6.981196746
635	6.979843645
636	6.978500543
637	6.977159983
638	6.975822024
639	6.974485793
640	6.973145041
641	6.971810682
642	6.97050371
643	6.969174517
644	6.96784206
645	6.966517547
646	6.96519612
647	6.963901939
648	6.96261214
649	6.961294002
650	6.960002393
651	6.958682899
652	6.957395844
653	6.956075066
654	6.954761847
655	6.953453324
656	6.952143803
657	6.950836122
658	6.949532366
659	6.948231529
660	6.946929768
661	6.945631754
662	6.94433703
663	6.94307254
664	6.941780138
665	6.940486809
666	6.939202612
667	6.937943669
668	6.936669527
669	6.935380006
670	6.934124251
671	6.932848744
672	6.93160079
673	6.930325838
674	6.929050641
675	6.927777824
676	6.926507724
677	6.925239689
678	6.923971978
679	6.922707004
680	6.921469632
681	6.920206665
682	6.918944689
683	6.917686246
684	6.916428589
685	6.915199076
686	6.913946832
687	6.91269704
688	6.911446139
689	6.910199084
690	6.9089803
691	6.907737343
692	6.906488431
693	6.905274802
694	6.904035132
695	6.902797123
696	6.901587583
697	6.900381149
698	6.899149777
699	6.897918006
700	6.896694978
701	6.89546732
702	6.894270162
703	6.893046774
704	6.89182484
705	6.890632006
706	6.889441351
707	6.888223845
708	6.887036981
709	6.885821919
710	6.884611118
711	6.883401253
712	6.882189928
713	6.880982994
714	6.879779211
715	6.878576508
716	6.877365943
717	6.876162197
718	6.874962867
719	6.873809999
720	6.872618374
721	6.871424885
722	6.870260648
723	6.869069129
724	6.867899234
725	6.866756638
726	6.865570948
727	6.864387418
728	6.863204967
729	6.862026112
730	6.86087293
731	6.859697081
732	6.858509173
733	6.857321202
734	6.856145914
735	6.854975301
736	6.853804602
737	6.852661459
738	6.851496711
739	6.850333297
740	6.849196347
741	6.847508177
742	6.845817484
743	6.844136068
744	6.842437587
745	6.840735851
746	6.839037862
747	6.83734631
748	6.835677885
749	6.834012819
750	6.832333679
751	6.830672543
752	6.829011855
753	6.82736243
754	6.825708764
755	6.824043552
756	6.822368004
757	6.820700256
758	6.81905456
759	6.817389396
760	6.815751688
761	6.814106467
762	6.812461622
763	6.810803224
764	6.809148483
765	6.807537537
766	6.805909302
767	6.804288226
768	6.802660975
769	6.801019264
770	6.799382638
771	6.797743316
772	6.796127891
773	6.794494282
774	6.79288773
775	6.791273223
776	6.789656153
777	6.788033108
778	6.786433879
779	6.784830574
780	6.783238557
781	6.7816329
782	6.780033208
783	6.778436776
784	6.776835495
785	6.775258641
786	6.773670848
787	6.772095933
788	6.770517899
789	6.768931592
790	6.767334681
791	6.765743701
792	6.764172731
793	6.762621623
794	6.761058024
795	6.759486037
796	6.757908288
797	6.756359936
798	6.754806529
799	6.753248502
800	6.751673398
801	6.7501143
802	6.748572295
803	6.747020401
804	6.745453929
805	6.743906963
806	6.742354696
807	6.740819549
808	6.739266237
809	6.737736348
810	6.736190711
811	6.7346663
812	6.733131643
813	6.731610732
814	6.730065158
815	6.728538208
816	6.727022887
817	6.725498681
818	6.723988046
819	6.722462177
820	6.720955608
821	6.719428448
822	6.717906699
823	6.716383826
824	6.714884061
825	6.713387674
826	6.711872157
827	6.710375137
828	6.708870955
829	6.707380008
830	6.705882338
831	6.704392693
832	6.702910806
833	6.701406866
834	6.699906673
835	6.698424535
836	6.696928475
837	6.695428622
838	6.693942431
839	6.692462455
840	6.690978687
841	6.689496752
842	6.688017832
843	6.68655492
844	6.685083355
845	6.683605304
846	6.682139774
847	6.680664341
848	6.679211087
849	6.677746834
850	6.676289844
851	6.674836477
852	6.673366334
853	6.671919849
854	6.67046893
855	6.669027009
856	6.667586794
857	6.666149164
858	6.664707019
859	6.663276103
860	6.661823677
861	6.660399299
862	6.658952026
863	6.657506891
864	6.656076544
865	6.654635717
866	6.653203023
867	6.651797743
868	6.650379099
869	6.648963081
870	6.647548943
871	6.6461221
872	6.644731326
873	6.643311837
874	6.641885454
875	6.640473369
876	6.639047348
877	6.637633296
878	6.63621388
879	6.634796435
880	6.633398095
881	6.632007417
882	6.630614589
883	6.629224249
884	6.627829667
885	6.626437065
886	6.625035003
887	6.623652222
888	6.622272911
889	6.620876669
890	6.619477897
891	6.618103014
892	6.616706742
893	6.615331881
894	6.61395207
895	6.612567872
896	6.611186393
897	6.60981587
898	6.608433606
899	6.60705024
900	6.605671258
901	6.604311593
902	6.602943665
903	6.601573339
904	6.600219824
905	6.598847417
906	6.597494603
907	6.596149601
908	6.594802458
909	6.593448978
910	6.592099787
911	6.590746802
912	6.589391647
913	6.588035741
914	6.58669413
915	6.58534328
916	6.584020902
917	6.582690072
918	6.581358571
919	6.580026969
920	6.578703296
921	6.577372795
922	6.576040305
923	6.574715339
924	6.573391482
925	6.572051148
926	6.570748198
927	6.569420135
928	6.568108824
929	6.566797546
930	6.56547823
931	6.564152186
932	6.562846304
933	6.561541232
934	6.560252749
935	6.558934237
936	6.557612088
937	6.556318751
938	6.555001844
939	6.553706472
940	6.552416458
941	6.551102486
942	6.549805028
943	6.548499811
944	6.547207819
945	6.54592606
946	6.544642584
947	6.543378204
948	6.54210758
949	6.540831287
950	6.539536287
951	6.53823978
952	6.536966896
953	6.535678499
954	6.534394077
955	6.533110134
956	6.531841402
957	6.530561662
958	6.52929596
959	6.528017505
960	6.526742967
961	6.525489051
962	6.524230475
963	6.522965958
964	6.521696434
965	6.520429184
966	6.519176688
967	6.517926503
968	6.516696274
969	6.515452997
970	6.514215319
971	6.512968641
972	6.511731238
973	6.510472738
974	6.509215654
975	6.507967811
976	6.506715336
977	6.505483191
978	6.504255669
979	6.503017014
980	6.501777242
981	6.500536493
982	6.499308809
983	6.498098317
984	6.496859277
985	6.495614538
986	6.494396761
987	6.493155701
988	6.491923878
989	6.490725042
990	6.48951039
991	6.488283245
992	6.487051396
993	6.485849463
994	6.484642469
995	6.483417029
996	6.482204513
997	6.481003428
998	6.479814867
999	6.478597925
1000	6.477404043
1001	6.476220408
1002	6.475011654
1003	6.47379932
1004	6.472601867
1005	6.471410099
1006	6.4702229
1007	6.469034596
1008	6.467829678
1009	6.466647063
1010	6.465451015
1011	6.464271851
1012	6.46307553
1013	6.461903197
1014	6.460724917
1015	6.459548934
1016	6.458388762
1017	6.457216821
1018	6.456028322
1019	6.454860953
1020	6.453671137
1021	6.452516951
1022	6.451353077
1023	6.450191973
1024	6.449008722
1025	6.44785602
1026	6.446709053
1027	6.445537214
1028	6.444368996
1029	6.44319156
1030	6.442017774
1031	6.440872037
1032	6.439726914
1033	6.438565121
1034	6.437424785
1035	6.436281985
1036	6.435151646
1037	6.43400942
1038	6.432886054
1039	6.431763236
1040	6.430609485
1041	6.42948681
1042	6.428354049
1043	6.427224107
1044	6.426068235
1045	6.424922914
1046	6.423791148
1047	6.422667377
1048	6.421524507
1049	6.420414623
1050	6.419277102
1051	6.418159621
1052	6.417031959
1053	6.415919238
1054	6.414801878
1055	6.41366405
1056	6.412529728
1057	6.41142151
1058	6.410306871
1059	6.409179598
1060	6.408084501
1061	6.406979558
1062	6.405850416
1063	6.404723174
1064	6.403619128
1065	6.402495247
1066	6.401375222
1067	6.400298732
1068	6.399182538
1069	6.39808922
1070	6.396977656
1071	6.395870846
1072	6.39476392
1073	6.393677754
1074	6.392582177
1075	6.391497748
1076	6.39039246
1077	6.389310718
1078	6.388206871
1079	6.387104788
1080	6.386011368
1081	6.384937497
1082	6.383868758
1083	6.382791436
1084	6.381737243
1085	6.380666911
1086	6.37957769
1087	6.378503544
1088	6.377428045
1089	6.376338834
1090	6.375266544
1091	6.374183218
1092	6.373100875
1093	6.372038602
1094	6.370962914
1095	6.369918487
1096	6.368876598
1097	6.367798811
1098	6.366747554
1099	6.365695863
1100	6.364630852
1101	6.363582318
1102	6.362530666
1103	6.36148683
1104	6.36042299
1105	6.359380546
1106	6.358334335
1107	6.357271231
1108	6.356232522
1109	6.355204341
1110	6.35414474
1111	6.353085928
1112	6.352050491
1113	6.350993592
1114	6.349972013
1115	6.348942492
1116	6.347908037
1117	6.346889245
1118	6.345838695
1119	6.344820825
1120	6.343798227
1121	6.342754969
1122	6.341730533
1123	6.340714557
1124	6.339673255
1125	6.338637788
1126	6.337597408
1127	6.336583791
1128	6.33556521
1129	6.334530317
1130	6.333514715
1131	6.332509044
1132	6.331489449
1133	6.330458023
1134	6.329466465
1135	6.328471549
1136	6.327443915
1137	6.326418164
1138	6.325413785
1139	6.324391461
1140	6.323385708
1141	6.322365863
1142	6.321362222
1143	6.32036723
1144	6.319376941
1145	6.318365221
1146	6.317380368
1147	6.316387439
1148	6.315375046
1149	6.314373949
1150	6.313397966
1151	6.312412082
1152	6.311408848
1153	6.310412517
1154	6.309408772
1155	6.308409913
1156	6.307430315
1157	6.306450039
1158	6.305455506
1159	6.304495441
1160	6.30352426
1161	6.302537829
1162	6.301567527
1163	6.300594297
1164	6.299603966
1165	6.298637895
1166	6.297677067
1167	6.29669567
1168	6.295729616
1169	6.294769766
1170	6.293814451
1171	6.292842148
1172	6.291880872
1173	6.29093964
1174	6.289980425
1175	6.289003714
1176	6.288053893
1177	6.287099575
1178	6.286135913
1179	6.285164354
1180	6.284220214
1181	6.283270475
1182	6.282327416
1183	6.281358682
1184	6.280413444
1185	6.279474114
1186	6.278520348
1187	6.277557108
1188	6.276595283
1189	6.275636641
1190	6.274688323
1191	6.273755601
1192	6.272816618
1193	6.271889167
1194	6.270949489
1195	6.270006977
1196	6.269056904
1197	6.26810864
1198	6.267185223
1199	6.266245283
1200	6.265319215
1201	6.264399542
1202	6.263492113
1203	6.262551365
1204	6.261635804
1205	6.260718582
1206	6.259780504
1207	6.258866733
1208	6.257953609
1209	6.257016906
1210	6.2561066
1211	6.255176373
1212	6.254263029
1213	6.253355785
1214	6.252445396
1215	6.251514871
1216	6.250588813
1217	6.249685402
1218	6.248779744
1219	6.247854803
1220	6.246956268
1221	6.246060025
1222	6.245142522
1223	6.244247743
1224	6.243349303
1225	6.242431445
1226	6.241535636
1227	6.240643661
1228	6.239747312
1229	6.23883226
1230	6.237923033
1231	6.23701467
1232	6.236105667
1233	6.235229391
1234	6.234335635
1235	6.233455488
1236	6.23257357
1237	6.23169298
1238	6.230792613
1239	6.229914238
1240	6.229037513
1241	6.228140968
1242	6.227266124
1243	6.226370359
1244	6.225511378
1245	6.224635848
1246	6.223744171
1247	6.222878164
1248	6.221985034
1249	6.221121476
1250	6.220256954
1251	6.219373459
1252	6.21848502
1253	6.217622475
1254	6.216738293
1255	6.215880446
1256	6.215022643
1257	6.214147373
1258	6.213271013
1259	6.212416367
1260	6.211541011
1261	6.210668053
1262	6.209809494
1263	6.208971277
1264	6.208115505
1265	6.207266393
1266	6.206421822
1267	6.205569511
1268	6.204701572
1269	6.203852493
1270	6.203011869
1271	6.202149333
1272	6.201317176
1273	6.200451731
1274	6.19961309
1275	6.198751207
1276	6.197908486
1277	6.197074951
1278	6.196240013
1279	6.195394125
1280	6.194538747
1281	6.193710838
1282	6.192883823
1283	6.192031721
1284	6.191204271
1285	6.190372508
1286	6.189523597
1287	6.188692526
1288	6.187864623
1289	6.187020578
1290	6.186176353
1291	6.18535833
1292	6.184535951
1293	6.183691581
1294	6.182875951
1295	6.18203265
1296	6.181216314
1297	6.180380279
1298	6.179564995
1299	6.17873482
1300	6.17790835
1301	6.177096961
1302	6.176265867
1303	6.175464551
1304	6.17463481
1305	6.173826582
1306	6.173019442
1307	6.172193588
1308	6.171372413
1309	6.170581135
1310	6.169772887
1311	6.168969552
1312	6.168168434
1313	6.16734708
1314	6.166558041
1315	6.165766603
1316	6.164971213
1317	6.164176018
1318	6.16335773
1319	6.162564087
1320	6.161770401
1321	6.160975424
1322	6.160163106
1323	6.159363613
1324	6.158555574
1325	6.157745911
1326	6.156938537
1327	6.156133788
1328	6.155345887
1329	6.154558856
1330	6.153764035
1331	6.152959983
1332	6.152158595
1333	6.151358912
1334	6.150576398
1335	6.149801728
1336	6.149024047
1337	6.148227451
1338	6.147452211
1339	6.146677685
1340	6.145887939
1341	6.145107523
1342	6.144345083
1343	6.14357623
1344	6.142824576
1345	6.142055759
1346	6.141267738
1347	6.140478794
1348	6.139697129
1349	6.138933281
1350	6.138171287
1351	6.137405444
1352	6.136640002
1353	6.135857009
1354	6.135097963
1355	6.134335547
1356	6.133578005
1357	6.132821076
1358	6.132054803
1359	6.131277528
1360	6.130523425
1361	6.12976777
1362	6.128995269
1363	6.128240672
1364	6.127492697
1365	6.126739517
1366	6.125996647
1367	6.125246589
1368	6.124503759
1369	6.123759719
1370	6.122993328
1371	6.122229557
1372	6.121485873
1373	6.120742089
1374	6.119982392
1375	6.119221184
1376	6.118462406
1377	6.117720031
1378	6.116983503
1379	6.116248475
1380	6.115518748
1381	6.114763062
1382	6.114030882
1383	6.113299963
1384	6.112552511
1385	6.111819935
1386	6.111091505
1387	6.110363838
1388	6.109627588
1389	6.108887941
1390	6.10814479
1391	6.107419847
1392	6.106699983
1393	6.105978735
1394	6.105234999
1395	6.104492494
1396	6.103774055
1397	6.103054316
1398	6.102332784
1399	6.101593512
1400	6.100876236
1401	6.100161599
1402	6.099434806
1403	6.098721493
1404	6.09801008
1405	6.09730195
1406	6.096568205
1407	6.095834498
1408	6.095105584
1409	6.094380892
1410	6.093676651
1411	6.092973866
1412	6.09226928
1413	6.091542405
1414	6.090816282
1415	6.090124794
1416	6.089403036
1417	6.088707042
1418	6.088008689
1419	6.087289876
1420	6.086569694
1421	6.08586807
1422	6.0851736
1423	6.084478192
1424	6.083787646
1425	6.083072003
1426	6.082357595
1427	6.081643089
1428	6.080952479
1429	6.080261949
1430	6.079571009
1431	6.078860635
1432	6.07817013
1433	6.077481388
1434	6.076773509
1435	6.076067104
1436	6.075374534
1437	6.074671379
1438	6.073989931
1439	6.073284695
1440	6.072603497
1441	6.07190183
1442	6.071223081
1443	6.070549079
1444	6.069864802
1445	6.069167518
1446	6.068471916
1447	6.06779504
1448	6.067121007
1449	6.066425249
1450	6.065737386
1451	6.065044449
1452	6.064368542
1453	6.063700019
1454	6.063008949
1455	6.062321647
1456	6.061634487
1457	6.060949283
1458	6.060289701
1459	6.059622978
1460	6.058962575
1461	6.058294453
1462	6.057630059
1463	6.056974942
1464	6.056292841
1465	6.055638102
1466	6.054959876
1467	6.054299842
1468	6.053640075
1469	6.052963149
1470	6.052284855
1471	6.05162749
1472	6.050970578
1473	6.050303274
1474	6.04964518
1475	6.048988228
1476	6.048314944
1477	6.047664391
1478	6.047010972
1479	6.046339831
1480	6.045686452
1481	6.045035983
1482	6.044392261
1483	6.043744841
1484	6.043079406
1485	6.042437165
1486	6.041772983
1487	6.041130854
1488	6.040469011
1489	6.039825624
1490	6.039181432
1491	6.038541658
1492	6.03790104
1493	6.037262835
1494	6.036604602
1495	6.03596697
1496	6.035314969
1497	6.034684187
1498	6.034029079
1499	6.033395469
1500	6.03274146
1501	6.032090577
1502	6.031438074
1503	6.030793565
1504	6.030144095
1505	6.029512589
1506	6.028866302
1507	6.028240081
1508	6.027607773
1509	6.02696168
1510	6.026338382
1511	6.025719401
1512	6.025075581
1513	6.024433855
1514	6.023810423
1515	6.023189886
1516	6.022569518
1517	6.021943421
1518	6.021320138
1519	6.020682324
1520	6.020064876
1521	6.019427948
1522	6.018812472
1523	6.01819841
1524	6.017569831
1525	6.016957596
1526	6.016343557
1527	6.015709946
1528	6.015103648
1529	6.014472595
1530	6.013864081
1531	6.013254735
1532	6.012625473
1533	6.011995962
1534	6.011379669
1535	6.010774551
1536	6.010170581
1537	6.009556821
1538	6.008953721
1539	6.008353657
1540	6.007753074
1541	6.007154789
1542	6.006561132
1543	6.005954867
1544	6.005333077
1545	6.00471612
1546	6.004118427
1547	6.003520914
1548	6.002903511
1549	6.00228991
1550	6.001687591
1551	6.00107225
1552	6.000468804
1553	5.999876409
1554	5.999261996
1555	5.998664292
1556	5.998050382
1557	5.997440176
1558	5.996836151
1559	5.996247352
1560	5.995665571
1561	5.995070402
1562	5.99446302
1563	5.993866982
1564	5.993262488
1565	5.992658031
1566	5.992067858
1567	5.991487394
1568	5.990894805
1569	5.990302563
1570	5.989721974
1571	5.989119858
1572	5.98853959
1573	5.987951291
1574	5.987372801
1575	5.98679473
1576	5.986196908
1577	5.985613553
1578	5.98504076
1579	5.984445826
1580	5.983850535
1581	5.983271581
1582	5.9826768
1583	5.982109084
1584	5.98151659
1585	5.980945092
1586	5.980365066
1587	5.979774536
1588	5.979202826
1589	5.978613554
1590	5.978047168
1591	5.977466442
1592	5.97688863
1593	5.976324105
1594	5.975765844
1595	5.975200473
1596	5.974615274
1597	5.974054889
1598	5.97348677
1599	5.972917347
1600	5.972335618
1601	5.971784654
1602	5.971224831
1603	5.970655564
1604	5.970077501
1605	5.969502066
1606	5.968923949
1607	5.968347695
1608	5.967776882
1609	5.967201547
1610	5.966638931
1611	5.966081476
1612	5.965529513
1613	5.964966225
1614	5.964403808
1615	5.963841439
1616	5.963284416
1617	5.962714499
1618	5.962155863
1619	5.961600705
1620	5.961039158
1621	5.960492088
1622	5.959943062
1623	5.959384286
1624	5.95884046
1625	5.958299992
1626	5.957755608
1627	5.957216275
1628	5.956671809
1629	5.956119766
1630	5.955579249
1631	5.955017285
1632	5.954455098
1633	5.953894957
1634	5.953354157
1635	5.952807643
1636	5.952271285
1637	5.951714191
1638	5.95117101
1639	5.950623953
1640	5.95006751
1641	5.949533676
1642	5.948984999
1643	5.948449721
1644	5.947915668
1645	5.94738318
1646	5.946862684
1647	5.946320193
1648	5.945790558
1649	5.945260273
1650	5.94472364
1651	5.944174951
1652	5.943626758
1653	5.943077738
1654	5.942550626
1655	5.942024453
1656	5.941490917
1657	5.940956879
1658	5.940412926
1659	5.93986762
1660	5.939326721
1661	5.938804125
1662	5.938271211
1663	5.937738208
