iter	RMSE
1664	5.937196279
1665	5.936674534
1666	5.936145652
1667	5.935623407
1668	5.935106206
1669	5.934588779
1670	5.934071786
1671	5.933533685
1672	5.93300996
1673	5.932473741
1674	5.931939294
1675	5.931404187
1676	5.930892252
1677	5.930388142
1678	5.929873709
1679	5.929347044
1680	5.928836948
1681	5.928327767
1682	5.92780943
1683	5.927287259
1684	5.926757729
1685	5.926230613
1686	5.92572427
1687	5.925215128
1688	5.924688052
1689	5.924179862
1690	5.923654807
1691	5.923150259
1692	5.922646563
1693	5.922123383
1694	5.921610403
1695	5.921102087
1696	5.920579385
1697	5.920076248
1698	5.919555199
1699	5.919055569
1700	5.918535239
1701	5.918024666
1702	5.917511461
1703	5.916998878
1704	5.916490997
1705	5.915975566
1706	5.915460041
1707	5.914962709
1708	5.914459804
1709	5.91396386
1710	5.913449913
1711	5.912945713
1712	5.912452841
1713	5.911967293
1714	5.911474868
1715	5.910980084
1716	5.910468811
1717	5.909959587
1718	5.909458546
1719	5.908970025
1720	5.908461561
1721	5.907962776
1722	5.907462108
1723	5.906954809
1724	5.906469486
1725	5.905989714
1726	5.905506404
1727	5.90500997
1728	5.904516407
1729	5.90401402
1730	5.903518623
1731	5.903022015
1732	5.90251987
1733	5.902020213
1734	5.901538188
1735	5.901038005
1736	5.900557706
1737	5.900078668
1738	5.899586315
1739	5.89909733
1740	5.898608709
1741	5.898119632
1742	5.89762515
1743	5.897148666
1744	5.89666162
1745	5.896186978
1746	5.895710382
1747	5.895236954
1748	5.894744283
1749	5.894256171
1750	5.893766626
1751	5.893295322
1752	5.892822031
1753	5.892349721
1754	5.891880262
1755	5.891394035
1756	5.890914834
1757	5.890438028
1758	5.88995447
1759	5.889476516
1760	5.889010145
1761	5.888532979
1762	5.888056351
1763	5.887578791
1764	5.887104702
1765	5.886628686
1766	5.886144376
1767	5.885670923
1768	5.885209008
1769	5.88472871
1770	5.884254394
1771	5.88378167
1772	5.883307455
1773	5.882846942
1774	5.882375889
1775	5.881901334
1776	5.881442529
1777	5.880976272
1778	5.880509913
1779	5.880034093
1780	5.879564523
1781	5.879095816
1782	5.878639387
1783	5.878182187
1784	5.877720811
1785	5.877247498
1786	5.876780487
1787	5.876308425
1788	5.875855495
1789	5.875390512
1790	5.874931193
1791	5.874471856
1792	5.874010146
1793	5.873547949
1794	5.873084798
1795	5.872635202
1796	5.872172661
1797	5.871724284
1798	5.871276616
1799	5.870821754
1800	5.870355458
1801	5.869909682
1802	5.869445616
1803	5.869001739
1804	5.868557456
1805	5.868102435
1806	5.867651962
1807	5.867200246
1808	5.866743589
1809	5.86628781
1810	5.865834628
1811	5.86538289
1812	5.864930085
1813	5.864469732
1814	5.864016686
1815	5.863557257
1816	5.863107473
1817	5.862669415
1818	5.862220282
1819	5.861764965
1820	5.861322185
1821	5.860885543
1822	5.860444178
1823	5.859990633
1824	5.859538044
1825	5.859103285
1826	5.858649908
1827	5.858202089
1828	5.857757469
1829	5.857305772
1830	5.856867496
1831	5.856422328
1832	5.855976031
1833	5.855548436
1834	5.855099051
1835	5.854668733
1836	5.854242007
1837	5.853801435
1838	5.853354048
1839	5.852907495
1840	5.852462115
1841	5.85203456
1842	5.851596778
1843	5.851162906
1844	5.850717786
1845	5.850280289
1846	5.849851742
1847	5.849428743
1848	5.849007177
1849	5.848576037
1850	5.848137878
1851	5.847717529
1852	5.847277756
1853	5.846838889
1854	5.846415783
1855	5.84599563
1856	5.845562923
1857	5.845126862
1858	5.844706593
1859	5.844268246
1860	5.843834685
1861	5.843401462
1862	5.842974693
1863	5.842539887
1864	5.842123324
1865	5.841698638
1866	5.841268494
1867	5.840852002
1868	5.840423448
1869	5.839997145
1870	5.839585479
1871	5.839155345
1872	5.838734192
1873	5.838302955
1874	5.837883
1875	5.837470981
1876	5.837044024
1877	5.836620227
1878	5.836202603
1879	5.835775115
1880	5.835365515
1881	5.834945662
1882	5.834518261
1883	5.834099357
1884	5.833673108
1885	5.833246899
1886	5.832838362
1887	5.832417829
1888	5.832008499
1889	5.831599958
1890	5.831182348
1891	5.830776173
1892	5.830372968
1893	5.829961264
1894	5.829546239
1895	5.829124567
1896	5.828720697
1897	5.82830747
1898	5.827893624
1899	5.827481427
1900	5.82706516
1901	5.826646255
1902	5.826233725
1903	5.825830558
1904	5.825415047
1905	5.825001522
1906	5.824588864
1907	5.824172562
1908	5.823765641
1909	5.823359847
1910	5.822948585
1911	5.822541276
1912	5.822136482
1913	5.821723443
1914	5.821310178
1915	5.820913407
1916	5.820499097
1917	5.820100711
1918	5.81968798
1919	5.819279644
1920	5.818872306
1921	5.818469951
1922	5.818068601
1923	5.817661254
1924	5.817259075
1925	5.816860386
1926	5.816455822
1927	5.816061101
1928	5.815668484
1929	5.815260018
1930	5.814862492
1931	5.814459119
1932	5.814069468
1933	5.813668047
1934	5.813261513
1935	5.812873338
1936	5.81247257
1937	5.81207524
1938	5.811683547
1939	5.811285656
1940	5.810888832
1941	5.810499387
1942	5.810113546
1943	5.809709157
1944	5.809307457
1945	5.808918255
1946	5.808516306
1947	5.808129249
1948	5.807734953
1949	5.807339437
1950	5.80694487
1951	5.806543105
1952	5.806158415
1953	5.805763651
1954	5.805363389
1955	5.804979327
1956	5.804579493
1957	5.804198666
1958	5.803800424
1959	5.803401784
1960	5.803000288
1961	5.802621051
1962	5.80223759
1963	5.801850942
1964	5.801454137
1965	5.801065254
1966	5.800674337
1967	5.800285384
1968	5.799908834
1969	5.799517046
1970	5.799134148
1971	5.798749595
1972	5.798367559
1973	5.797975818
1974	5.797584795
1975	5.797198603
1976	5.796815869
1977	5.796425123
1978	5.796049354
1979	5.795659313
1980	5.795275323
1981	5.794890812
1982	5.794517801
1983	5.794140443
1984	5.79374699
1985	5.793367915
1986	5.792988006
1987	5.79260899
1988	5.79222707
1989	5.791853094
1990	5.791484712
1991	5.791110424
1992	5.790724867
1993	5.790337473
1994	5.789963262
1995	5.789585918
1996	5.789216337
1997	5.78882948
1998	5.788455432
1999	5.788087573
2000	5.787704594
2001	5.787321218
2002	5.786955287
2003	5.78657635
2004	5.786195749
2005	5.785824276
2006	5.785452355
2007	5.785074969
2008	5.7846987
2009	5.784333279
2010	5.783974498
2011	5.783613426
2012	5.783228153
2013	5.782867678
2014	5.782496781
2015	5.782120451
2016	5.78175872
2017	5.78137976
2018	5.781018213
2019	5.780645778
2020	5.780270952
2021	5.779910756
2022	5.77955241
2023	5.779172856
2024	5.778819498
2025	5.778461157
2026	5.778089784
2027	5.777732065
2028	5.777368623
2029	5.77699658
2030	5.776619968
2031	5.776252423
2032	5.77588665
2033	5.775521111
2034	5.775150439
2035	5.774785746
2036	5.774421418
2037	5.774057759
2038	5.773697153
2039	5.773336765
2040	5.772978418
2041	5.772608101
2042	5.772244482
2043	5.771886145
2044	5.771518855
2045	5.771166525
2046	5.77080946
2047	5.770446838
2048	5.770089826
2049	5.769728724
2050	5.769373954
2051	5.769019249
2052	5.768650024
2053	5.768288808
2054	5.767934978
2055	5.767572212
2056	5.767208375
2057	5.766849809
2058	5.766501644
2059	5.766140221
2060	5.765782277
2061	5.765428045
2062	5.765076062
2063	5.764721124
2064	5.764372808
2065	5.764022232
2066	5.763676425
2067	5.763333161
2068	5.762978374
2069	5.762627248
2070	5.762267519
2071	5.761925945
2072	5.761579096
2073	5.761227257
2074	5.76088509
2075	5.76053883
2076	5.760183276
2077	5.75982965
2078	5.759481298
2079	5.759121281
2080	5.758766722
2081	5.758416206
2082	5.758077667
2083	5.757738407
2084	5.757388796
2085	5.757051034
2086	5.756714626
2087	5.756369239
2088	5.756025381
2089	5.755682196
2090	5.755337403
2091	5.754984734
2092	5.75463953
2093	5.754299036
2094	5.753952682
2095	5.753602673
2096	5.753255757
2097	5.752916315
2098	5.752576573
2099	5.752243239
2100	5.751906193
2101	5.751565199
2102	5.751227524
2103	5.750894273
2104	5.750556829
2105	5.750209816
2106	5.749868037
2107	5.749529347
2108	5.749194894
2109	5.748856917
2110	5.748512415
2111	5.748177827
2112	5.747840377
2113	5.747507481
2114	5.747172242
2115	5.746844814
2116	5.746500558
2117	5.746156221
2118	5.745824122
2119	5.745488633
2120	5.745160436
2121	5.744831291
2122	5.744487058
2123	5.744154184
2124	5.743821699
2125	5.743480289
2126	5.743142091
2127	5.742814125
2128	5.742467793
2129	5.74212853
2130	5.741802108
2131	5.741463824
2132	5.741139482
2133	5.740815343
2134	5.740475933
2135	5.740143074
2136	5.739814485
2137	5.739494973
2138	5.739158489
2139	5.738837882
2140	5.738509886
2141	5.738171687
2142	5.737850552
2143	5.737524671
2144	5.737193788
2145	5.736873714
2146	5.736551865
2147	5.736223618
2148	5.73589882
2149	5.735575797
2150	5.7352405
2151	5.73490635
2152	5.734573299
2153	5.734240305
2154	5.733923586
2155	5.733593724
2156	5.733271869
2157	5.732956331
2158	5.732640284
2159	5.732309666
2160	5.731990332
2161	5.731661081
2162	5.731349289
2163	5.731022193
2164	5.730696936
2165	5.730376321
2166	5.730045492
2167	5.729735121
2168	5.729407331
2169	5.72909184
2170	5.728778682
2171	5.728454763
2172	5.728128317
2173	5.727802108
2174	5.727476656
2175	5.727146482
2176	5.726830238
2177	5.726510363
2178	5.726202369
2179	5.725885324
2180	5.725561478
2181	5.725247529
2182	5.724919789
2183	5.724593935
2184	5.724284998
2185	5.723964306
2186	5.723652697
2187	5.723339936
2188	5.723033101
2189	5.722715324
2190	5.722400524
2191	5.722087102
2192	5.721780371
2193	5.721469715
2194	5.721153465
2195	5.720845022
2196	5.720537002
2197	5.720212569
2198	5.719908433
2199	5.719604233
2200	5.719295614
2201	5.718983276
2202	5.718681454
2203	5.718381723
2204	5.718066968
2205	5.717750212
2206	5.717443726
2207	5.717123197
2208	5.716807482
2209	5.716486438
2210	5.716178963
2211	5.715869151
2212	5.715550333
2213	5.71524966
2214	5.714949202
2215	5.714649815
2216	5.714331049
2217	5.714028461
2218	5.71372998
2219	5.713416387
2220	5.713108801
2221	5.712792563
2222	5.712480878
2223	5.712165533
2224	5.711855937
2225	5.711537923
2226	5.71124411
2227	5.710930429
2228	5.710622816
2229	5.710307019
2230	5.709998665
2231	5.709697398
2232	5.709395646
2233	5.709085099
2234	5.708783338
2235	5.708470915
2236	5.708163302
2237	5.707864354
2238	5.707562955
2239	5.707252082
2240	5.706946451
2241	5.706636154
2242	5.706330204
2243	5.706020188
2244	5.705722278
2245	5.705416846
2246	5.705109889
2247	5.704811054
2248	5.704514297
2249	5.704226147
2250	5.703917613
2251	5.703619271
2252	5.703323254
2253	5.703028607
2254	5.702733394
2255	5.702441666
2256	5.702139874
2257	5.70184766
2258	5.701544713
2259	5.7012429
2260	5.700951939
2261	5.70065515
2262	5.700367753
2263	5.700083343
2264	5.699776813
2265	5.69948277
2266	5.699183301
2267	5.698890036
2268	5.698596093
2269	5.698309732
2270	5.698015422
2271	5.697712468
2272	5.697416323
2273	5.697126543
2274	5.696824902
2275	5.696523961
2276	5.696233931
2277	5.695937098
2278	5.695653502
2279	5.695373998
2280	5.695079185
2281	5.694796045
2282	5.694496021
2283	5.694199667
2284	5.693916894
2285	5.69363479
2286	5.693333799
2287	5.693033751
2288	5.692750401
2289	5.692452007
2290	5.692158764
2291	5.691873001
2292	5.691592687
2293	5.691295277
2294	5.691010626
2295	5.690722508
2296	5.690440241
2297	5.690144438
2298	5.689854715
2299	5.689569826
2300	5.689291747
2301	5.688996783
2302	5.688722996
2303	5.688447075
2304	5.688170689
2305	5.687877016
2306	5.687587632
2307	5.687299189
2308	5.687010057
2309	5.686716983
2310	5.686424965
2311	5.686140292
2312	5.685856676
2313	5.685586376
2314	5.685316774
2315	5.685026632
2316	5.684737503
2317	5.684447488
2318	5.684159769
2319	5.683873932
2320	5.68359505
2321	5.683304706
2322	5.683015289
2323	5.682732301
2324	5.682455694
2325	5.682183193
2326	5.681907108
2327	5.681633849
2328	5.681362205
2329	5.681092595
2330	5.680805583
2331	5.68052253
2332	5.680244817
2333	5.679971058
2334	5.679702276
2335	5.679429718
2336	5.679144398
2337	5.678861954
2338	5.678593792
2339	5.678325791
2340	5.67805028
2341	5.677771278
2342	5.677486625
2343	5.677206017
2344	5.676927056
2345	5.676647737
2346	5.676375863
2347	5.676109912
2348	5.675832171
2349	5.675554728
2350	5.675289371
2351	5.675013454
2352	5.674731059
2353	5.674469345
2354	5.674207931
2355	5.673940106
2356	5.673677083
2357	5.673401939
2358	5.673126027
2359	5.672845679
2360	5.672585685
2361	5.672314184
2362	5.672050279
2363	5.671770656
2364	5.671500132
2365	5.671232576
2366	5.670951771
2367	5.670679276
2368	5.670405514
2369	5.670145258
2370	5.669871784
2371	5.669612421
2372	5.669346812
2373	5.669069757
2374	5.668810909
2375	5.668533994
2376	5.668257619
2377	5.667995843
2378	5.667734937
2379	5.66747813
2380	5.667215193
2381	5.666945098
2382	5.66667685
2383	5.666402017
2384	5.666127914
2385	5.665859552
2386	5.665605107
2387	5.665346603
2388	5.665086549
2389	5.664814384
2390	5.664549727
2391	5.664277015
2392	5.66400511
2393	5.663734613
2394	5.663464662
2395	5.663207967
2396	5.662941801
2397	5.662690769
2398	5.662421548
2399	5.662156189
2400	5.661892658
2401	5.661635963
2402	5.6613679
2403	5.661102416
2404	5.660835084
2405	5.660567898
2406	5.660314513
2407	5.660061068
2408	5.659803264
2409	5.659537185
2410	5.659273825
2411	5.659010947
2412	5.658748562
2413	5.658491839
2414	5.658240601
2415	5.657990421
2416	5.657739739
2417	5.65748929
2418	5.657234807
2419	5.656973666
2420	5.656724477
2421	5.656463317
2422	5.656201917
2423	5.655945929
2424	5.655685554
2425	5.655422297
2426	5.655171292
2427	5.654923268
2428	5.654663173
2429	5.65440305
2430	5.654138384
2431	5.653876267
2432	5.653630555
2433	5.653383098
2434	5.653133027
2435	5.6528857
2436	5.652628462
2437	5.65238377
2438	5.652119927
2439	5.651871789
2440	5.651616856
2441	5.651372736
2442	5.651118143
2443	5.650859762
2444	5.650613415
2445	5.650369667
2446	5.650121967
2447	5.649866467
2448	5.64962361
2449	5.64938124
2450	5.649139799
2451	5.648898993
2452	5.648652212
2453	5.648395151
2454	5.648141558
2455	5.647896386
2456	5.647658134
2457	5.647402259
2458	5.647151128
2459	5.646898198
2460	5.646640142
2461	5.646381858
2462	5.646129352
2463	5.645875079
2464	5.645624103
2465	5.64536962
2466	5.645118725
2467	5.64486839
2468	5.644611763
2469	5.644368974
2470	5.644125832
2471	5.643872993
2472	5.643635835
2473	5.643393502
2474	5.643158067
2475	5.642918927
2476	5.642668294
2477	5.642420651
2478	5.642173736
2479	5.641925046
2480	5.641683705
2481	5.641448419
2482	5.641213238
2483	5.64097842
2484	5.64073133
2485	5.640483916
2486	5.640252545
2487	5.640003324
2488	5.63975481
2489	5.639516299
2490	5.639276619
2491	5.639031073
2492	5.638795378
2493	5.638564286
2494	5.638320184
2495	5.638074712
2496	5.637830633
2497	5.637591326
2498	5.637345803
2499	5.637112938
2500	5.636881622
2501	5.636638182
2502	5.636403151
2503	5.636157253
2504	5.635926605
2505	5.635685872
2506	5.635440806
2507	5.635195996
2508	5.63495907
2509	5.634728126
2510	5.634489983
2511	5.634260861
2512	5.634031538
2513	5.633800617
2514	5.633560808
2515	5.633330226
2516	5.63309791
2517	5.632870865
2518	5.632630182
2519	5.63239328
2520	5.632161325
2521	5.631919466
2522	5.631680841
2523	5.631443321
2524	5.631212531
2525	5.630977941
2526	5.630750509
2527	5.630523362
2528	5.630285054
2529	5.630047746
2530	5.629810922
2531	5.629583484
2532	5.629343884
2533	5.629107371
2534	5.628864937
2535	5.628632498
2536	5.628397265
2537	5.628162077
2538	5.627925915
2539	5.627688323
2540	5.627450734
2541	5.627213995
2542	5.626977231
2543	5.626749097
2544	5.626513027
2545	5.626289962
2546	5.626063771
2547	5.625828579
2548	5.625593997
2549	5.62536773
2550	5.625140376
2551	5.624910535
2552	5.624676384
2553	5.624457143
2554	5.624231077
2555	5.62400246
2556	5.623777213
2557	5.623558397
2558	5.623333325
2559	5.623097735
2560	5.622879804
2561	5.622654335
2562	5.622424851
2563	5.622194906
2564	5.621971914
2565	5.621749253
2566	5.621519718
2567	5.621288288
2568	5.621072301
2569	5.62085675
2570	5.620639327
2571	5.620412144
2572	5.62018977
2573	5.619962025
2574	5.619748518
2575	5.619521672
2576	5.619299611
2577	5.619086022
2578	5.618864983
2579	5.618635557
2580	5.618422949
2581	5.618207486
2582	5.617980092
2583	5.617765378
2584	5.617547486
2585	5.617329469
2586	5.61710303
2587	5.616877628
2588	5.616653932
2589	5.616437211
2590	5.616212986
2591	5.615993643
2592	5.615777001
2593	5.615552153
2594	5.615325463
2595	5.615103264
2596	5.614893847
2597	5.614681344
2598	5.614467981
2599	5.614244329
2600	5.61402212
2601	5.613807205
2602	5.6135828
2603	5.613372444
2604	5.613148906
2605	5.612936848
2606	5.612712355
2607	5.612491538
2608	5.612280956
2609	5.612059404
2610	5.611849212
2611	5.611638636
2612	5.611417909
2613	5.611210905
2614	5.610999504
2615	5.610785191
2616	5.610571087
2617	5.610357318
2618	5.610137535
2619	5.609929234
2620	5.609711564
2621	5.609494649
2622	5.609290289
2623	5.609074094
2624	5.608870153
2625	5.608663379
2626	5.608454104
2627	5.60823459
2628	5.608014321
2629	5.607804836
2630	5.607594447
2631	5.607380273
2632	5.607177887
2633	5.606960804
2634	5.606738882
2635	5.606532985
2636	5.606318216
2637	5.606108709
2638	5.605890032
2639	5.605672351
2640	5.605467778
2641	5.605252064
2642	5.605036497
2643	5.604828367
2644	5.604614869
2645	5.604401057
2646	5.604182816
2647	5.603977218
2648	5.603769737
2649	5.603568789
2650	5.603352425
2651	5.60313509
2652	5.602922249
2653	5.602707162
2654	5.602492169
2655	5.602279341
2656	5.60206882
2657	5.601861903
2658	5.601661719
2659	5.601449104
2660	5.601246364
2661	5.601007101
2662	5.600795285
2663	5.600598358
2664	5.600389357
2665	5.600186056
2666	5.599984031
2667	5.599774156
2668	5.59956388
2669	5.59932593
2670	5.599110701
2671	5.598901849
2672	5.598706162
2673	5.598504275
2674	5.598305692
2675	5.598094533
2676	5.597892041
2677	5.597681403
2678	5.597483832
2679	5.597275893
2680	5.597040492
2681	5.596843304
2682	5.596637048
2683	5.596435889
2684	5.596223286
2685	5.596027041
2686	5.595830337
2687	5.595636099
2688	5.595437779
2689	5.595242376
2690	5.595047763
2691	5.594841669
2692	5.594647346
2693	5.594441851
2694	5.594235758
2695	5.594038267
2696	5.593833265
2697	5.593641302
2698	5.593407532
2699	5.593214693
2700	5.593010752
2701	5.592820196
2702	5.592627806
2703	5.592423616
2704	5.592222692
2705	5.592016923
2706	5.591821263
2707	5.591615169
2708	5.59138321
2709	5.591192065
2710	5.590995878
2711	5.590809824
2712	5.590602649
2713	5.590407372
2714	5.590199598
2715	5.589997838
2716	5.589794234
2717	5.589600449
2718	5.589398448
2719	5.589197177
2720	5.589008779
2721	5.588808598
2722	5.588609448
2723	5.588409707
2724	5.588216131
2725	5.588019713
2726	5.587825675
2727	5.587623412
2728	5.58742426
2729	5.58723094
2730	5.587028406
2731	5.586829989
2732	5.586635275
2733	5.586439141
2734	5.58624675
2735	5.586051941
2736	5.585855744
2737	5.585663383
2738	5.585466004
2739	5.585238872
2740	5.58504592
2741	5.584861089
2742	5.584660843
2743	5.584460634
2744	5.584276969
2745	5.584079644
2746	5.583890012
2747	5.583705084
2748	5.583509654
2749	5.583313803
2750	5.583124155
2751	5.58293721
2752	5.582712913
2753	5.582518144
2754	5.582334408
2755	5.582138473
2756	5.581914603
2757	5.581727571
2758	5.581529424
2759	5.581346055
2760	5.581159617
2761	5.580970037
2762	5.580787361
2763	5.580600785
2764	5.580413869
2765	5.580234172
2766	5.580042681
2767	5.579847481
2768	5.579666136
2769	5.579477411
2770	5.579292058
2771	5.579100621
2772	5.578904063
2773	5.578718269
2774	5.578529853
2775	5.578336727
2776	5.578147416
2777	5.57795775
2778	5.577773552
2779	5.577583368
2780	5.57740036
2781	5.577220728
2782	5.577036792
2783	5.576859748
2784	5.576675697
2785	5.576483402
2786	5.576305563
2787	5.576116515
2788	5.575927677
2789	5.575734815
2790	5.57554627
2791	5.575353703
2792	5.575166981
2793	5.574949058
2794	5.57473177
2795	5.574544124
2796	5.574363388
2797	5.574181959
2798	5.574000969
2799	5.573784946
2800	5.573598691
2801	5.573416871
2802	5.573226413
2803	5.573045343
2804	5.572855163
2805	5.572679277
2806	5.572463668
2807	5.572276335
2808	5.572099381
2809	5.571924469
2810	5.571739637
2811	5.571563495
2812	5.571384286
2813	5.571170647
2814	5.570980721
2815	5.570807681
2816	5.570625371
2817	5.570444446
2818	5.570264675
2819	5.570051377
2820	5.569880338
2821	5.569692472
2822	5.569514238
2823	5.569339212
2824	5.569127041
2825	5.568948702
2826	5.568777365
2827	5.568594812
2828	5.568419606
2829	5.568247192
2830	5.568036114
2831	5.567860234
2832	5.567689054
2833	5.567503172
2834	5.567317551
2835	5.567141559
2836	5.566956495
2837	5.566748912
2838	5.566542615
2839	5.566368825
2840	5.566184579
2841	5.565977383
2842	5.565768776
2843	5.565587199
2844	5.565379282
2845	5.565195899
2846	5.56502151
2847	5.564847071
2848	5.564677486
2849	5.564497089
2850	5.564315844
2851	5.564140218
2852	5.563959623
2853	5.563791311
2854	5.563605778
2855	5.563427213
2856	5.563245467
2857	5.563074662
2858	5.562907228
2859	5.562728868
2860	5.562559159
2861	5.562380815
2862	5.562206416
2863	5.562030709
2864	5.561825748
2865	5.561620919
2866	5.561451842
2867	5.561275487
2868	5.561095855
2869	5.560919053
2870	5.560736893
2871	5.560557526
2872	5.560386883
2873	5.560224901
2874	5.560045925
2875	5.559877912
2876	5.559697168
2877	5.559519096
2878	5.559352684
2879	5.559180963
2880	5.55900474
2881	5.558840452
2882	5.558638383
2883	5.558469507
2884	5.558267641
2885	5.558103084
2886	5.557922221
2887	5.557748623
2888	5.557574732
2889	5.557406445
2890	5.557243028
2891	5.557063652
2892	5.556887719
2893	5.556725461
2894	5.556563163
2895	5.556388501
2896	5.556189004
2897	5.556028638
2898	5.55582992
2899	5.55566816
2900	5.555490141
2901	5.555329708
2902	5.555162266
2903	5.554988663
2904	5.554823781
2905	5.554653777
2906	5.554493714
2907	5.554323014
2908	5.554124553
2909	5.553956488
2910	5.553791373
2911	5.55359449
2912	5.553422536
2913	5.553225073
2914	5.553063165
2915	5.552900709
2916	5.552736252
2917	5.552576922
2918	5.552413372
2919	5.552242185
2920	5.552075936
2921	5.551917542
2922	5.551748778
2923	5.551581637
2924	5.551408455
2925	5.551213232
2926	5.551017884
2927	5.550849855
2928	5.550687023
2929	5.550527479
2930	5.550366692
2931	5.550199552
2932	5.550038003
2933	5.54986489
2934	5.549707395
2935	5.549537678
2936	5.549365979
2937	5.549210629
2938	5.549041485
2939	5.548885612
2940	5.548716455
2941	5.548547973
2942	5.548354668
2943	5.548186719
2944	5.548020689
2945	5.547865106
2946	5.547709452
2947	5.547544377
2948	5.54738899
2949	5.547222497
2950	5.54705747
2951	5.546892547
2952	5.546733264
2953	5.546562669
2954	5.54640849
2955	5.546217374
2956	5.546058598
2957	5.545901755
2958	5.545712161
2959	5.545556915
2960	5.545391133
2961	5.545225672
2962	5.545067727
2963	5.544915162
2964	5.544754746
2965	5.544564873
2966	5.54440877
2967	5.544254145
2968	5.544093384
2969	5.543942059
2970	5.543777483
2971	5.543626765
2972	5.543465416
2973	5.543309523
2974	5.543147686
2975	5.542959059
2976	5.54280744
2977	5.542657223
2978	5.542504557
2979	5.542355915
2980	5.542205815
2981	5.542046822
2982	5.541892168
2983	5.541730985
2984	5.541573053
2985	5.541414092
2986	5.541263775
2987	5.541110941
2988	5.540945326
2989	5.540792317
2990	5.540633806
2991	5.540476965
2992	5.540315705
2993	5.540162899
2994	5.539978949
2995	5.539831308
2996	5.539682614
2997	5.539529713
2998	5.539383766
2999	5.539228548
3000	5.539083465
3001	5.538924073
3002	5.538765746
3003	5.538609296
3004	5.53845162
3005	5.538296228
3006	5.538136043
3007	5.537979416
3008	5.537822538
3009	5.537665649
3010	5.537509413
3011	5.537356905
3012	5.537208763
3013	5.537025372
3014	5.53687634
3015	5.536730441
3016	5.536583668
3017	5.536424948
3018	5.536274311
3019	5.536120633
3020	5.535962584
3021	5.535812317
3022	5.535662688
3023	5.535508028
3024	5.535362509
3025	5.535210339
3026	5.535028496
3027	5.53484681
3028	5.534689678
3029	5.534540631
3030	5.534392067
3031	5.534232547
3032	5.534085787
3033	5.533939227
3034	5.533797101
3035	5.533649459
3036	5.533494288
3037	5.533341847
3038	5.533190097
3039	5.533047677
3040	5.532888886
3041	5.532742831
3042	5.532599787
3043	5.53244538
3044	5.532300232
3045	5.532121101
3046	5.531978903
3047	5.531827147
3048	5.531685616
3049	5.531536442
3050	5.53138311
3051	5.531230347
3052	5.531078965
3053	5.530940272
3054	5.530795322
3055	5.530654857
3056	5.530509919
3057	5.530359555
3058	5.53018287
3059	5.530039722
3060	5.529891967
3061	5.529752168
3062	5.52961166
3063	5.529459317
3064	5.529321898
3065	5.529145295
3066	5.528996219
3067	5.528846848
3068	5.528696086
3069	5.528548569
3070	5.528407632
3071	5.528257051
3072	5.528117274
3073	5.5279669
3074	5.527821461
3075	5.527671669
3076	5.527526192
3077	5.527373149
3078	5.527199243
3079	5.527045744
3080	5.526898601
3081	5.526749043
3082	5.526606615
3083	5.526471291
3084	5.526333253
3085	5.526190002
3086	5.526015887
3087	5.525863371
3088	5.525725898
3089	5.525577715
3090	5.525433919
3091	5.525294234
3092	5.525120849
3093	5.524983647
3094	5.524811122
3095	5.524671821
3096	5.524526261
3097	5.524387615
3098	5.524239693
3099	5.524094551
3100	5.523957688
3101	5.52381211
3102	5.523669148
3103	5.523497313
3104	5.523363574
3105	5.523219453
3106	5.523073449
3107	5.522932318
3108	5.522787461
3109	5.522646209
3110	5.522501116
3111	5.522355909
3112	5.522217363
3113	5.52207813
3114	5.521937455
3115	5.521791891
3116	5.521648314
3117	5.521510496
3118	5.52136816
3119	5.521228821
3120	5.521091084
3121	5.520954733
3122	5.52078546
3123	5.520652789
3124	5.52051085
3125	5.520366231
3126	5.520222971
3127	5.520086626
3128	5.519954015
3129	5.519812677
3130	5.51966885
3131	5.519535818
3132	5.519398594
3133	5.519230203
3134	5.519093288
3135	5.518956246
3136	5.518788447
3137	5.518656783
3138	5.518513806
3139	5.518371173
3140	5.518236868
3141	5.518096831
3142	5.517961792
3143	5.517822243
3144	5.517684254
3145	5.517553124
3146	5.51741345
3147	5.517285507
3148	5.517152626
3149	5.517018424
3150	5.516881782
3151	5.516715728
3152	5.516575263
3153	5.516436371
3154	5.516299927
3155	5.516135696
3156	5.51597089
3157	5.515841866
3158	5.515701232
3159	5.515537042
3160	5.515408496
3161	5.515275655
3162	5.515148281
3163	5.515018244
3164	5.514880999
3165	5.514749315
3166	5.514617113
3167	5.514478561
3168	5.514344207
3169	5.514215787
3170	5.514079287
3171	5.513946421
3172	5.51381201
3173	5.513677746
3174	5.513517645
3175	5.513386235
3176	5.51322352
3177	5.513089968
3178	5.51292812
3179	5.512794737
3180	5.51266755
3181	5.512543285
3182	5.512408956
3183	5.512271707
3184	5.512145946
3185	5.511984873
3186	5.511851199
3187	5.511730773
3188	5.511600367
3189	5.511471812
3190	5.511341134
3191	5.511205272
3192	5.511078311
3193	5.510951689
3194	5.510826711
3195	5.510667155
3196	5.510509085
3197	5.51034998
3198	5.510224577
3199	5.510098381
3200	5.509971655
3201	5.509838123
3202	5.509703161
3203	5.509544445
3204	5.509420333
3205	5.509287872
3206	5.509162628
3207	5.509030496
3208	5.508898303
3209	5.508765541
3210	5.508633596
3211	5.508507573
3212	5.508376017
3213	5.508242301
3214	5.508120773
3215	5.507989907
3216	5.507862403
3217	5.507735425
