iter	Passed	Remaining
212	102651	4716653
213	103158	4717317
214	103621	4715979
215	104028	4712116
216	104456	4709202
217	104895	4706828
218	105324	4704018
219	105723	4699905
220	106119	4695659
221	106494	4690566
222	106848	4684573
223	107224	4679604
224	107610	4675084
225	108006	4671045
226	108367	4665543
227	108743	4660724
228	109127	4656258
229	109506	4651641
230	109909	4648079
231	110299	4643973
232	110639	4637840
233	111049	4634662
234	111430	4630308
235	111812	4625993
236	112178	4621095
237	112561	4616919
238	112938	4612532
239	113336	4609035
240	113713	4604670
241	114085	4600181
242	114476	4596474
243	114861	4592585
244	115239	4588423
245	115561	4582048
246	115947	4578265
247	116323	4574153
248	116667	4568784
249	117067	4565624
250	117370	4558763
251	117750	4554894
252	118094	4549678
253	118444	4544735
254	118841	4541626
255	119217	4537732
256	119621	4534922
257	120047	4532937
258	120440	4529773
259	120817	4526013
260	121186	4521992
261	121564	4518303
262	121941	4514621
263	122307	4510537
264	122712	4507940
265	123074	4503796
266	123393	4498068
267	123780	4494896
268	124153	4491201
269	124542	4488145
270	124922	4484775
271	125267	4480165
272	125647	4476810
273	126027	4473510
274	126378	4469193
275	126712	4464317
276	127086	4460859
277	127467	4457679
278	127814	4453364
279	128196	4450243
280	128578	4447166
281	128966	4444328
282	129325	4440466
283	129662	4435916
284	130047	4433025
285	130441	4430444
286	130834	4427851
287	131227	4425273
288	131646	4423587
289	132035	4420909
290	132413	4417870
291	132780	4414505
292	133090	4409253
293	133497	4407232
294	133868	4404044
295	134258	4401515
296	134642	4398765
297	134958	4393836
298	135366	4391941
299	135742	4389022
300	136127	4386381
301	136505	4383544
302	136879	4380588
303	137254	4377702
304	137636	4375046
305	138008	4372059
306	138392	4369512
307	138768	4366693
308	139163	4364522
309	139508	4360755
310	139875	4357732
311	140274	4355711
312	140649	4352944
313	140990	4349164
314	141335	4345507
315	141678	4341832
316	142049	4339016
317	142411	4335929
318	142750	4332190
319	143126	4329581
320	143515	4327383
321	143905	4325208
322	144266	4322184
323	144613	4318776
324	144975	4315819
325	145363	4313638
326	145694	4309780
327	146079	4307562
328	146425	4304199
329	146771	4300853
330	147124	4297727
331	147443	4293629
332	147816	4291109
333	148173	4288158
334	148538	4285435
335	148916	4283130
336	149291	4280722
337	149640	4277594
338	150023	4275437
339	150408	4273359
340	150739	4269761
341	151108	4267259
342	151495	4265274
343	151862	4262753
344	152259	4261071
345	152644	4259055
346	153045	4257474
347	153403	4254738
348	153777	4252465
349	154165	4250571
350	154511	4247521
351	154899	4245648
352	155294	4243976
353	155706	4242788
354	156069	4240265
355	156448	4238180
356	156786	4234979
357	157136	4232144
358	157487	4229351
359	157830	4226349
360	158209	4224332
361	158632	4223475
362	159054	4222600
363	159418	4220197
364	159796	4218184
365	160148	4215501
366	160532	4213642
367	160872	4210672
368	161254	4208788
369	161625	4206644
370	162034	4205461
371	162393	4203034
372	162833	4202677
373	163263	4202065
374	163630	4199858
375	164061	4199267
376	164520	4199410
377	164959	4199045
378	165299	4196159
379	165719	4195328
380	166121	4194034
381	166533	4192971
382	166934	4191666
383	167272	4188788
384	167613	4185977
385	167994	4184200
386	168377	4182450
387	168751	4180516
388	169084	4177553
389	169426	4174839
390	169814	4173279
391	170168	4170876
392	170506	4168093
393	170812	4164523
394	171191	4162765
395	171558	4160721
396	171894	4157936
397	172271	4156167
398	172641	4154223
399	172979	4151505
400	173343	4149431
401	173689	4146956
402	173992	4143430
403	174350	4141254
404	174672	4138233
405	175032	4136123
406	175399	4134170
407	175756	4132012
408	176051	4128376
409	176561	4129822
410	176992	4129397
411	177443	4129440
412	177895	4129510
413	178203	4126222
414	178585	4124677
415	178966	4123117
416	179335	4121268
417	179669	4118649
418	180045	4116973
419	180364	4114025
420	180755	4112720
421	181155	4111627
422	181518	4109692
423	181842	4106887
424	182205	4104975
425	182597	4103728
426	182964	4101916
427	183339	4100285
428	183662	4097514
429	184032	4095797
430	184420	4094468
431	184820	4093421
432	185136	4090528
433	185472	4088077
434	185798	4085441
435	186182	4084061
436	186551	4082354
437	186964	4081623
438	187344	4080182
439	187725	4078773
440	188031	4075720
441	188425	4074586
442	188785	4072735
443	189161	4071222
444	189505	4069041
445	189845	4066779
446	190215	4065169
447	190520	4062161
448	190897	4060715
449	191268	4059151
450	191594	4056619
451	191930	4054326
452	192266	4052021
453	192637	4050469
454	193015	4049073
455	193351	4046814
456	193685	4044514
457	194027	4042387
458	194373	4040347
459	194662	4037135
460	195035	4035663
461	195374	4033517
462	195721	4031528
463	196098	4030160
464	196469	4028679
465	196851	4027421
466	197216	4025827
467	197590	4024428
468	197931	4022350
469	198296	4020770
470	198629	4018547
471	198998	4017061
472	199361	4015473
473	199709	4013576
474	200074	4012028
475	200426	4010220
476	200730	4007453
477	201094	4005898
478	201454	4004270
479	201785	4002075
480	202202	4001586
481	202523	3999206
482	202889	3997713
483	203257	3996279
484	203645	3995232
485	204005	3993640
486	204367	3992091
487	204709	3990153
488	205076	3988716
489	205437	3987168
490	205759	3984871
491	206095	3982846
492	206432	3980840
493	206793	3979310
494	207162	3977930
495	207518	3976323
496	207847	3974202
497	208177	3972092
498	208538	3970584
499	208864	3968424
500	209198	3966411
501	209575	3965226
502	209936	3963760
503	210305	3962421
504	210626	3960194
505	210959	3958203
506	211290	3956169
507	211672	3955108
508	211991	3952862
509	212319	3950815
510	212678	3949327
511	213050	3948093
512	213416	3946750
513	213738	3944601
514	214079	3942797
515	214464	3941820
516	214791	3939775
517	215126	3937901
518	215502	3936765
519	215886	3935770
520	216270	3934796
521	216657	3933865
522	217068	3933388
523	217452	3932409
524	217805	3930877
525	218208	3930245
526	218647	3930267
527	219061	3929833
528	219412	3928266
529	219790	3927203
530	220178	3926303
531	220564	3925393
532	220938	3924250
533	221307	3923022
534	221715	3922498
535	222119	3921905
536	222508	3921031
537	222910	3920401
538	223259	3918841
539	223618	3917466
540	223990	3916318
541	224343	3914841
542	224744	3914191
543	225130	3913297
544	225510	3912293
545	225894	3911360
546	226298	3910780
547	226699	3910146
548	227011	3907992
549	227361	3906484
550	227730	3905316
551	228097	3904103
552	228481	3903197
553	228897	3902827
554	229308	3902371
555	229729	3902094
556	230191	3902515
557	230648	3902829
558	231077	3902689
559	231547	3903221
560	232003	3903538
561	232364	3902228
562	232754	3901436
563	233302	3903274
564	233696	3902532
565	234106	3902043
566	234537	3901933
567	234907	3900780
568	235290	3899872
569	235683	3899110
570	236031	3897625
571	236428	3896935
572	236816	3896106
573	237211	3895386
574	237615	3894824
575	237983	3893677
576	238376	3892939
577	238744	3891776
578	239152	3891281
579	239502	3889857
580	240068	3891919
581	240510	3891972
582	240976	3892415
583	241507	3893895
584	241933	3893678
585	242417	3894403
586	242886	3894870
587	243259	3893809
588	243739	3894451
589	244209	3894927
590	244728	3896193
591	245224	3897083
592	245661	3897025
593	246067	3896486
594	246474	3895947
595	246795	3894064
596	247163	3892926
597	247544	3891998
598	247939	3891288
599	248328	3890475
600	248778	3890632
601	249241	3890977
602	249729	3891725
603	250129	3891091
604	250546	3890725
605	251050	3891692
606	251423	3890649
607	251903	3891250
608	252266	3890042
609	252597	3888343
610	252999	3887740
611	253408	3887255
612	253766	3885986
613	254170	3885415
614	254586	3885031
615	254948	3883818
616	255374	3883593
617	255782	3883089
618	256202	3882766
619	256570	3881664
620	256885	3879761
621	257364	3880328
622	257812	3880423
623	258185	3879395
624	258499	3877490
625	258888	3876713
626	259276	3875917
627	259642	3874798
628	259988	3873376
629	260316	3871687
630	260701	3870854
631	261088	3870065
632	261434	3868653
633	261785	3867319
634	262151	3866212
635	262515	3865088
636	262899	3864257
637	263282	3863395
638	263621	3861909
639	263985	3860781
640	264343	3859573
641	264662	3857810
642	264990	3856166
643	265355	3855072
644	265711	3853849
645	266045	3852312
646	266423	3851405
647	266756	3849860
648	267131	3848921
649	267510	3848031
650	267908	3847434
651	268280	3846451
652	268657	3845544
653	269026	3844523
654	269343	3842764
655	269692	3841477
656	270052	3840340
657	270397	3838985
658	270713	3837228
659	271038	3835609
660	271350	3833797
661	271655	3831908
662	271978	3830255
663	272325	3828959
664	272661	3827517
665	273005	3826174
666	273323	3824475
667	273644	3822826
668	273967	3821213
669	274324	3820066
670	274669	3818767
671	275005	3817333
672	275315	3815560
673	275686	3814623
674	276013	3813069
675	276358	3811785
676	276709	3810585
677	277076	3809591
678	277424	3808351
679	277820	3807780
680	278193	3806873
681	278511	3805232
682	278882	3804321
683	279200	3802676
684	279548	3801451
685	279902	3800314
686	280307	3799861
687	280691	3799122
688	281056	3798143
689	281450	3797538
690	281823	3796670
691	282162	3795336
692	282554	3794704
693	282980	3794548
694	283279	3792689
695	283569	3790710
696	283906	3789361
697	284246	3788056
698	284599	3786925
699	284945	3785710
700	285333	3785047
701	285669	3783694
702	285998	3782261
703	286334	3780911
704	286709	3780089
705	287087	3779308
706	287402	3777702
707	287752	3776544
708	288113	3775547
709	288446	3774176
710	288816	3773296
711	289167	3772171
712	289489	3770665
713	289836	3769494
714	290139	3767761
715	290486	3766588
716	290862	3765801
717	291246	3765111
718	291617	3764263
719	291961	3763064
720	292321	3762065
721	292678	3761044
722	293051	3760222
723	293388	3758940
724	293738	3757823
725	294045	3756168
726	294352	3754518
727	294689	3753249
728	294974	3751317
729	295313	3750078
730	295685	3749253
731	296070	3748607
732	296390	3747140
733	296776	3746503
734	297089	3744947
735	297443	3743904
736	297820	3743167
737	298211	3742598
738	298570	3741622
739	298917	3740508
740	299228	3738942
741	299615	3738331
742	299956	3737146
743	300291	3735881
744	300602	3734334
745	300939	3733096
746	301305	3732238
747	301685	3731545
748	302055	3730732
749	302462	3730368
750	303007	3731711
751	303296	3729900
752	303653	3728933
753	304030	3728201
754	304378	3727129
755	304735	3726161
756	305103	3725319
757	305425	3723929
758	305907	3724495
759	306408	3725279
760	306865	3725535
761	307265	3725095
762	307677	3724789
763	308002	3723440
764	308383	3722777
765	308733	3721728
766	309099	3720878
767	309563	3721206
768	310032	3721599
769	310488	3721823
770	310933	3721924
771	311342	3721587
772	311725	3720941
773	312099	3720199
774	312490	3719648
775	312866	3718915
776	313251	3718301
777	313620	3717493
778	313941	3716122
779	314331	3715559
780	314632	3713948
781	315127	3714637
782	315520	3714113
783	315861	3712987
784	316207	3711918
785	316558	3710898
786	316923	3710059
787	317246	3708726
788	317598	3707730
789	317908	3706255
790	318201	3704574
791	318582	3703920
792	318926	3702844
793	319303	3702150
794	319696	3701638
795	320073	3700954
796	320457	3700344
797	320862	3699975
798	321248	3699388
799	321591	3698299
800	321990	3697863
801	322369	3697201
802	322690	3695875
803	323038	3694857
804	323407	3694072
805	323770	3693228
806	324115	3692181
807	324424	3690735
808	324781	3689819
809	325150	3689054
810	325468	3687708
811	325795	3686463
812	326089	3684852
813	326436	3683836
814	326734	3682272
815	327070	3681141
816	327432	3680308
817	327790	3679426
818	328150	3678569
819	328467	3677238
820	328827	3676374
821	329178	3675429
822	329506	3674214
823	329838	3673052
824	330208	3672322
825	330531	3671061
826	330905	3670370
827	331268	3669558
828	331630	3668741
829	332030	3668337
830	332421	3667832
831	332794	3667139
832	333233	3667163
833	333627	3666707
834	334001	3666012
835	334471	3666387
836	334853	3665784
837	335263	3665498
838	335645	3664898
839	336133	3665459
840	336579	3665550
841	337082	3666276
842	337523	3666313
843	337936	3666046
844	338463	3667025
845	338835	3666308
846	339250	3666067
847	339660	3665774
848	340045	3665198
849	340493	3665313
850	340975	3665781
851	341361	3665231
852	341840	3665665
853	342178	3664594
854	342594	3664360
855	342981	3663811
856	343340	3662966
857	343732	3662474
858	344121	3661948
859	344449	3660773
860	344830	3660170
861	345211	3659561
862	345590	3658938
863	345956	3658164
864	346365	3657863
865	346822	3658059
866	347285	3658310
867	347745	3658540
868	348184	3658541
869	348517	3657431
870	348971	3657584
871	349370	3657174
872	349723	3656277
873	350102	3655648
874	350450	3654692
875	350881	3654617
876	351266	3654057
877	351655	3653534
878	352097	3653557
879	352472	3652899
880	352836	3652118
881	353249	3651844
882	353655	3651499
883	354084	3651401
884	354553	3651697
885	354944	3651197
886	355394	3651305
887	355803	3650995
888	356166	3650206
889	356522	3649344
890	356850	3648206
891	357287	3648177
892	357643	3647327
893	357988	3646360
894	358344	3645505
895	358709	3644740
896	359060	3643843
897	359385	3642675
898	359785	3642281
899	360123	3641250
900	360446	3640071
901	360841	3639622
902	361271	3639518
903	361588	3638284
904	361973	3637733
905	362326	3636859
906	362690	3636106
907	363050	3635301
908	363363	3634039
909	363834	3634343
910	364203	3633635
911	364574	3632955
912	364914	3631960
913	365279	3631217
914	365805	3632064
915	366296	3632572
916	366698	3632198
917	367005	3630870
918	367525	3631662
919	367986	3631868
920	368379	3631398
921	368821	3631412
922	369266	3631449
923	369701	3631400
924	370037	3630364
925	370401	3629613
926	370768	3628891
927	371127	3628093
928	371530	3627723
929	371881	3626844
930	372224	3625886
931	372572	3624983
932	372956	3624435
933	373350	3623978
934	373721	3623302
935	374043	3622149
936	374415	3621484
937	374854	3621458
938	375278	3621294
939	375653	3620660
940	376105	3620767
941	376452	3619853
942	376842	3619363
943	377147	3618062
944	377582	3618001
945	377914	3616950
946	378193	3615403
947	378599	3615063
948	378950	3614202
949	379390	3614191
950	379867	3614528
951	380207	3613572
952	380592	3613029
953	380965	3612379
954	381366	3612000
955	381738	3611345
956	382105	3610638
957	382535	3610523
958	382882	3609638
959	383208	3608546
960	383596	3608041
961	383980	3607500
962	384330	3606636
963	384693	3605903
964	385025	3604871
965	385377	3604033
966	385704	3602963
967	386043	3602010
968	386356	3600808
969	386695	3599858
970	386999	3598579
971	387368	3597903
972	387666	3596572
973	388088	3596393
974	388454	3595694
975	388769	3594524
976	389119	3593678
977	389437	3592539
978	389745	3591307
979	390156	3591032
980	390547	3590567
981	390895	3589709
982	391221	3588652
983	391553	3587645
984	391904	3586824
985	392217	3585644
986	392577	3584906
987	392846	3583333
988	393248	3582977
989	393591	3582076
990	393987	3581671
991	394330	3580776
992	394675	3579903
993	395064	3579430
994	395429	3578735
995	395795	3578056
996	396136	3577146
997	396525	3576672
998	396894	3576026
999	397278	3575510
1000	397637	3574761
1001	398055	3574553
1002	398416	3573827
1003	398800	3573316
1004	399223	3573147
1005	399591	3572489
1006	399943	3571691
1007	400265	3570626
1008	400649	3570109
1009	401131	3570463
1010	401529	3570076
1011	401948	3569874
1012	402286	3568954
1013	402651	3568268
1014	403030	3567717
1015	403391	3567001
1016	403760	3566351
1017	404120	3565626
1018	404471	3564825
1019	404831	3564101
1020	405145	3562980
1021	405503	3562237
1022	405849	3561394
1023	406153	3560190
1024	406448	3558905
1025	406790	3558033
1026	407135	3557180
1027	407464	3556195
1028	407798	3555253
1029	408132	3554316
1030	408461	3553339
1031	408771	3552188
1032	409111	3551313
1033	409437	3550309
1034	409742	3549122
1035	410088	3548297
1036	410442	3547541
1037	410726	3546174
1038	411049	3545153
1039	411389	3544277
1040	411694	3543105
1041	412063	3542483
1042	412367	3541301
1043	412730	3540622
1044	413069	3539751
1045	413418	3538953
1046	413890	3539215
1047	414263	3538630
1048	414643	3538108
1049	415013	3537498
1050	415336	3536487
1051	415733	3536103
1052	416144	3535846
1053	416512	3535216
1054	416909	3534842
1055	417257	3534043
1056	417573	3532980
1057	417903	3532037
1058	418414	3532618
1059	418875	3532777
1060	419245	3532175
1061	419583	3531295
1062	419954	3530703
1063	420377	3530537
1064	420775	3530170
1065	421154	3529636
1066	421521	3529005
1067	421855	3528101
1068	422194	3527242
1069	422543	3526458
1070	422869	3525495
1071	423189	3524470
1072	423558	3523867
1073	423908	3523099
1074	424242	3522196
1075	424591	3521422
1076	424937	3520629
1077	425265	3519679
1078	425611	3518891
1079	425955	3518077
1080	426297	3517250
1081	426650	3516516
1082	427018	3515903
1083	427404	3515442
1084	427781	3514908
1085	428154	3514333
1086	428517	3513685
1087	428863	3512896
1088	429236	3512330
1089	429548	3511267
1090	429928	3510758
1091	430256	3509821
1092	430622	3509195
1093	430988	3508577
1094	431337	3507818
1095	431702	3507185
1096	432029	3506250
1097	432347	3505242
1098	432713	3504623
1099	433073	3503957
1100	433431	3503272
1101	433745	3502240
1102	434069	3501283
1103	434413	3500493
1104	434775	3499847
1105	435095	3498857
1106	435459	3498230
1107	435815	3497539
1108	436176	3496886
1109	436534	3496209
1110	436882	3495455
1111	437217	3494597
1112	437578	3493944
1113	437893	3492926
1114	438238	3492150
1115	438562	3491211
1116	439003	3491194
1117	439474	3491424
1118	439904	3491322
1119	440230	3490399
1120	440555	3489468
1121	440928	3488912
1122	441247	3487933
1123	441611	3487315
1124	441915	3486224
1125	442276	3485581
1126	442670	3485196
1127	443017	3484444
1128	443395	3483935
1129	443705	3482888
1130	444074	3482315
1131	444439	3481705
1132	444826	3481269
1133	445157	3480391
1134	445487	3479512
1135	445857	3478946
1136	446166	3477903
1137	446544	3477393
1138	446897	3476700
1139	447261	3476088
1140	447631	3475515
1141	447996	3474911
1142	448358	3474289
1143	448688	3473413
1144	449052	3472804
1145	449409	3472137
1146	449782	3471597
1147	450175	3471210
1148	450539	3470601
1149	450862	3469684
1150	451228	3469092
1151	451606	3468585
1152	451963	3467925
1153	452279	3466957
1154	452601	3466025
1155	452962	3465396
1156	453287	3464497
1157	453674	3464064
1158	454002	3463185
1159	454373	3462637
1160	454723	3461926
1161	455078	3461261
1162	455442	3460657
1163	455784	3459888
1164	456154	3459337
1165	456493	3458541
1166	456848	3457877
1167	457218	3457322
1168	457579	3456704
1169	457984	3456415
1170	458355	3455865
1171	458706	3455170
1172	459069	3454562
1173	459441	3454030
1174	459869	3453911
1175	460251	3453450
1176	460624	3452925
1177	461035	3452678
1178	461374	3451893
1179	461748	3451376
1180	462067	3450445
1181	462398	3449604
1182	462756	3448961
1183	463072	3448013
1184	463437	3447431
1185	463771	3446610
1186	464125	3445949
1187	464483	3445313
1188	464810	3444446
1189	465135	3443565
1190	465449	3442608
1191	465788	3441831
1192	466135	3441115
1193	466521	3440693
1194	466862	3439935
1195	467231	3439385
1196	467596	3438807
1197	467972	3438305
1198	468331	3437682
1199	468656	3436816
1200	469043	3436398
1201	469385	3435648
1202	469757	3435123
1203	470117	3434511
1204	470447	3433684
1205	470873	3433553
1206	471198	3432684
1207	471546	3431984
1208	471926	3431516
1209	472266	3430761
1210	472597	3429941
1211	472981	3429507
1212	473357	3429016
1213	473696	3428254
1214	474082	3427828
1215	474444	3427237
1216	474774	3426410
1217	475118	3425687
1218	475464	3424982
1219	475838	3424474
1220	476198	3423867
1221	476560	3423280
1222	476923	3422695
1223	477311	3422293
1224	477657	3421588
1225	478039	3421141
1226	478383	3420421
1227	478751	3419874
1228	479154	3419578
1229	479480	3418734
1230	479844	3418158
1231	480211	3417608
1232	480586	3417115
1233	480998	3416881
1234	481359	3416286
1235	481730	3415768
1236	482102	3415251
1237	482441	3414503
1238	482816	3414004
1239	483148	3413208
1240	483452	3412215
1241	483792	3411477
1242	484127	3410706
1243	484457	3409895
1244	484813	3409268
1245	485207	3408914
1246	485593	3408497
1247	485928	3407726
1248	486223	3406680
1249	486605	3406238
1250	486925	3405366
1251	487303	3404895
1252	487629	3404069
1253	487940	3403132
1254	488283	3402423
1255	488653	3401902
1256	489014	3401317
1257	489403	3400926
1258	489748	3400230
1259	490124	3399750
1260	490478	3399120
1261	490863	3398706
1262	491227	3398143
1263	491587	3397554
1264	492036	3397581
1265	492426	3397197
1266	492792	3396649
1267	493178	3396244
1268	493593	3396028
1269	493969	3395556
1270	494389	3395381
1271	494741	3394738
1272	495164	3394578
1273	495586	3394418
1274	495958	3393910
1275	496328	3393395
1276	496769	3393359
1277	497203	3393275
1278	497619	3393073
1279	498063	3393058
1280	498448	3392643
1281	498877	3392522
1282	499289	3392291
1283	499704	3392076
1284	500083	3391616
1285	500476	3391252
1286	500899	3391095
1287	501342	3391065
1288	501692	3390415
1289	502122	3390298
1290	502557	3390219
1291	502979	3390050
1292	503373	3389694
1293	503801	3389560
1294	504211	3389312
1295	504570	3388722
1296	505016	3388710
1297	505438	3388538
1298	505868	3388425
1299	506273	3388140
1300	506723	3388150
1301	507129	3387875
1302	507548	3387678
1303	507981	3387582
1304	508409	3387450
1305	508875	3387566
1306	509268	3387201
1307	509768	3387543
1308	510213	3387524
1309	510621	3387251
1310	511115	3387555
1311	511527	3387308
1312	512000	3387471
1313	512361	3386888
1314	512812	3386899
1315	513222	3386644
1316	513612	3386253
1317	514029	3386042
1318	514389	3385453
1319	514790	3385138
1320	515214	3384972
1321	515600	3384556
1322	515962	3383982
1323	516378	3383759
1324	516755	3383288
1325	517149	3382923
1326	517504	3382301
1327	517863	3381712
1328	518348	3381943
1329	518773	3381779
1330	519208	3381684
1331	519605	3381339
1332	520015	3381074
1333	520494	3381265
1334	520994	3381586
1335	521485	3381846
1336	521930	3381815
1337	522376	3381781
1338	522841	3381874
1339	523286	3381835
1340	523811	3382314
1341	524398	3383188
1342	524872	3383339
1343	525367	3383617
1344	525855	3383850
1345	526286	3383715
1346	526751	3383800
1347	527187	3383701
1348	527642	3383715
1349	528038	3383359
1350	528476	3383266
1351	528895	3383054
1352	529354	3383094
1353	529791	3382994
1354	530155	3382431
1355	530606	3382420
1356	531067	3382472
1357	531534	3382564
1358	531978	3382504
1359	532435	3382532
1360	532831	3382167
1361	533339	3382517
1362	533846	3382854
1363	534303	3382879
1364	534735	3382742
1365	535197	3382791
1366	535594	3382432
1367	536057	3382488
1368	536521	3382552
1369	537019	3382829
1370	537460	3382747
1371	537934	3382870
1372	538408	3382991
1373	538845	3382880
1374	539222	3382396
1375	539750	3382851
1376	540169	3382633
1377	540588	3382406
1378	541001	3382143
1379	541386	3381704
1380	541802	3381461
1381	542203	3381121
1382	542597	3380737
1383	543005	3380447
1384	543425	3380223
1385	543797	3379708
1386	544154	3379096
1387	544585	3378940
1388	544989	3378618
1389	545409	3378399
1390	545807	3378045
1391	546162	3377418
1392	546574	3377147
1393	546974	3376800
1394	547350	3376307
1395	547766	3376062
1396	548243	3376193
1397	548754	3376530
1398	549273	3376910
1399	549691	3376679
1400	550091	3376331
1401	550549	3376337
1402	550958	3376047
1403	551369	3375761
1404	551769	3375418
1405	552175	3375106
1406	552561	3374671
1407	552912	3374020
1408	553247	3373280
1409	553671	3373077
1410	554089	3372839
1411	554472	3372389
1412	554890	3372148
1413	555231	3371439
1414	555567	3370703
1415	555923	3370092
1416	556279	3369475
1417	556656	3368989
1418	557090	3368849
1419	557493	3368516
1420	557792	3367559
1421	558195	3367231
1422	558579	3366784
1423	558925	3366115
1424	559339	3365850
1425	559700	3365268
1426	560071	3364745
1427	560440	3364210
1428	560771	3363454
1429	561146	3362957
1430	561484	3362235
1431	561841	3361632
1432	562187	3360960
1433	562543	3360352
1434	562897	3359735
1435	563228	3358973
1436	563587	3358384
1437	563963	3357893
1438	564295	3357145
1439	564690	3356771
1440	565022	3356021
1441	565421	3355669
1442	565801	3355207
1443	566194	3354817
1444	566572	3354342
1445	566921	3353699
1446	567296	3353206
1447	567680	3352763
1448	568093	3352498
1449	568469	3352011
1450	568846	3351530
1451	569334	3351703
1452	569824	3351883
1453	570148	3351095
1454	570491	3350409
1455	570777	3349395
1456	571185	3349099
1457	571607	3348881
1458	571950	3348202
1459	572359	3347911
1460	572726	3347371
1461	573095	3346847
1462	573432	3346136
1463	573824	3345743
1464	574186	3345172
1465	574522	3344459
1466	574854	3343718
1467	575264	3343432
1468	575646	3342983
1469	575970	3342197
1470	576354	3341757
1471	576698	3341092
1472	577064	3340551
1473	577412	3339905
1474	577788	3339419
1475	578237	3339359
1476	578612	3338871
1477	579022	3338585
1478	579546	3338958
1479	579930	3338519
1480	580351	3338296
1481	580736	3337863
1482	581096	3337289
1483	581425	3336536
1484	581745	3335734
1485	582107	3335167
1486	582426	3334364
1487	582730	3333470
1488	583005	3332411
1489	583359	3331805
1490	583752	3331421
1491	584101	3330790
1492	584441	3330103
1493	584871	3329933
1494	585221	3329305
1495	585613	3328916
1496	585992	3328452
