iter	Passed	Remaining
2657	1031116	2848178
2658	1031582	2848005
2659	1032092	2847955
2660	1032445	2847469
2661	1032867	2847176
2662	1033229	2846714
2663	1033621	2846338
2664	1033952	2845793
2665	1034331	2845382
2666	1034702	2844945
2667	1035037	2844412
2668	1035361	2843850
2669	1035738	2843432
2670	1036069	2842888
2671	1036456	2842497
2672	1036920	2842317
2673	1037322	2841969
2674	1037676	2841488
2675	1038015	2840967
2676	1038370	2840489
2677	1038708	2839962
2678	1039096	2839576
2679	1039386	2838920
2680	1039731	2838416
2681	1040074	2837906
2682	1040448	2837482
2683	1040828	2837073
2684	1041197	2836632
2685	1041570	2836205
2686	1041931	2835744
2687	1042264	2835207
2688	1042602	2834685
2689	1042975	2834257
2690	1043349	2833830
2691	1043742	2833457
2692	1044086	2832952
2693	1044467	2832546
2694	1044861	2832175
2695	1045167	2831567
2696	1045541	2831141
2697	1045905	2830691
2698	1046289	2830293
2699	1046678	2829909
2700	1047041	2829453
2701	1047409	2829013
2702	1047748	2828493
2703	1048127	2828083
2704	1048460	2827549
2705	1048823	2827095
2706	1049218	2826727
2707	1049582	2826276
2708	1049938	2825803
2709	1050272	2825272
2710	1050643	2824840
2711	1050973	2824297
2712	1051372	2823941
2713	1051718	2823442
2714	1052054	2822916
2715	1052441	2822525
2716	1052766	2821970
2717	1053149	2821573
2718	1053518	2821137
2719	1053887	2820699
2720	1054277	2820317
2721	1054664	2819928
2722	1055026	2819473
2723	1055405	2819063
2724	1055781	2818646
2725	1056155	2818221
2726	1056499	2817720
2727	1056881	2817317
2728	1057316	2817056
2729	1057635	2816488
2730	1057976	2815976
2731	1058456	2815834
2732	1058825	2815397
2733	1059226	2815048
2734	1059557	2814509
2735	1059954	2814148
2736	1060294	2813635
2737	1060609	2813056
2738	1060986	2812641
2739	1061369	2812241
2740	1061749	2811835
2741	1062127	2811423
2742	1062501	2811000
2743	1062835	2810472
2744	1063231	2810106
2745	1063566	2809580
2746	1063957	2809205
2747	1064347	2808824
2748	1064720	2808398
2749	1065089	2807962
2750	1065483	2807594
2751	1065826	2807089
2752	1066199	2806665
2753	1066535	2806142
2754	1066896	2805685
2755	1067227	2805151
2756	1067619	2804777
2757	1067959	2804263
2758	1068294	2803740
2759	1068680	2803351
2760	1069070	2802971
2761	1069445	2802550
2762	1069834	2802169
2763	1070216	2801768
2764	1070597	2801365
2765	1070932	2800840
2766	1071310	2800429
2767	1071650	2799918
2768	1071982	2799387
2769	1072353	2798959
2770	1072690	2798440
2771	1073075	2798048
2772	1073460	2797656
2773	1073819	2797195
2774	1074151	2796664
2775	1074479	2796123
2776	1074818	2795610
2777	1075188	2795179
2778	1075535	2794688
2779	1075908	2794267
2780	1076282	2793845
2781	1076636	2793371
2782	1077020	2792976
2783	1077317	2792357
2784	1077703	2791968
2785	1078064	2791514
2786	1078424	2791056
2787	1078786	2790604
2788	1079169	2790208
2789	1079542	2789784
2790	1079917	2789367
2791	1080300	2788971
2792	1080667	2788533
2793	1080995	2787994
2794	1081377	2787592
2795	1081744	2787156
2796	1082073	2786619
2797	1082461	2786235
2798	1082795	2785713
2799	1083179	2785318
2800	1083536	2784856
2801	1083921	2784462
2802	1084286	2784021
2803	1084661	2783603
2804	1085026	2783159
2805	1085400	2782740
2806	1085732	2782213
2807	1086065	2781690
2808	1086414	2781205
2809	1086782	2780771
2810	1087147	2780327
2811	1087587	2780076
2812	1088004	2779767
2813	1088348	2779271
2814	1088720	2778848
2815	1089048	2778312
2816	1089380	2777785
2817	1089747	2777347
2818	1090116	2776915
2819	1090487	2776490
2820	1090809	2775939
2821	1091143	2775416
2822	1091478	2774900
2823	1091846	2774465
2824	1092214	2774032
2825	1092546	2773507
2826	1092865	2772948
2827	1093247	2772550
2828	1093587	2772045
2829	1093912	2771501
2830	1094275	2771057
2831	1094645	2770628
2832	1095011	2770190
2833	1095332	2769636
2834	1095702	2769210
2835	1096064	2768761
2836	1096356	2768136
2837	1096756	2767783
2838	1097125	2767353
2839	1097486	2766902
2840	1097786	2766299
2841	1098196	2765970
2842	1098571	2765555
2843	1098896	2765015
2844	1099227	2764489
2845	1099522	2763872
2846	1099899	2763464
2847	1100284	2763073
2848	1100656	2762651
2849	1101018	2762204
2850	1101390	2761781
2851	1101754	2761340
2852	1102109	2760873
2853	1102471	2760428
2854	1102839	2759994
2855	1103222	2759602
2856	1103547	2759061
2857	1103940	2758693
2858	1104275	2758178
2859	1104650	2757764
2860	1105091	2757513
2861	1105456	2757075
2862	1105824	2756642
2863	1106147	2756100
2864	1106545	2755742
2865	1106878	2755223
2866	1107246	2754792
2867	1107626	2754390
2868	1107992	2753955
2869	1108350	2753498
2870	1108715	2753059
2871	1109081	2752623
2872	1109446	2752185
2873	1109812	2751748
2874	1110195	2751353
2875	1110535	2750852
2876	1110911	2750442
2877	1111233	2749897
2878	1111571	2749391
2879	1111946	2748979
2880	1112309	2748535
2881	1112661	2748066
2882	1113053	2747693
2883	1113426	2747274
2884	1113832	2746938
2885	1114179	2746455
2886	1114509	2745931
2887	1114826	2745376
2888	1115190	2744935
2889	1115533	2744444
2890	1115856	2743902
2891	1116232	2743491
2892	1116603	2743070
2893	1116945	2742576
2894	1117330	2742187
2895	1117755	2741898
2896	1118113	2741442
2897	1118623	2741360
2898	1118972	2740885
2899	1119346	2740469
2900	1119695	2739992
2901	1120049	2739528
2902	1120425	2739119
2903	1120753	2738591
2904	1121106	2738123
2905	1121450	2737636
2906	1121841	2737261
2907	1122210	2736834
2908	1122545	2736325
2909	1122969	2736032
2910	1123352	2735640
2911	1123735	2735245
2912	1124060	2734712
2913	1124403	2734221
2914	1124790	2733837
2915	1125150	2733389
2916	1125488	2732889
2917	1125854	2732455
2918	1126224	2732029
2919	1126581	2731574
2920	1126906	2731039
2921	1127268	2730596
2922	1127624	2730139
2923	1127984	2729691
2924	1128369	2729303
2925	1128698	2728781
2926	1129065	2728350
2927	1129433	2727920
2928	1129810	2727513
2929	1130135	2726983
2930	1130465	2726462
2931	1130868	2726119
2932	1131208	2725622
2933	1131578	2725198
2934	1131957	2724797
2935	1132322	2724361
2936	1132682	2723915
2937	1133036	2723452
2938	1133362	2722924
2939	1133730	2722496
2940	1134088	2722042
2941	1134459	2721622
2942	1134811	2721156
2943	1135124	2720596
2944	1135459	2720090
2945	1135810	2719621
2946	1136185	2719212
2947	1136555	2718789
2948	1136880	2718257
2949	1137205	2717728
2950	1137576	2717307
2951	1138001	2717017
2952	1138398	2716660
2953	1138816	2716350
2954	1139196	2715951
2955	1139575	2715551
2956	1139902	2715027
2957	1140264	2714584
2958	1140739	2714411
2959	1141169	2714134
2960	1141600	2713855
2961	1142017	2713543
2962	1142444	2713258
2963	1142819	2712846
2964	1143203	2712458
2965	1143688	2712308
2966	1144146	2712093
2967	1144804	2712353
2968	1145138	2711844
2969	1145456	2711298
2970	1145811	2710841
2971	1146171	2710393
2972	1146572	2710045
2973	1146909	2709545
2974	1147304	2709181
2975	1147724	2708877
2976	1148125	2708526
2977	1148563	2708263
2978	1149314	2708740
2979	1150000	2709062
2980	1150565	2709097
2981	1151339	2709623
2982	1152081	2710075
2983	1152932	2710782
2984	1153680	2711245
2985	1154162	2711084
2986	1154726	2711112
2987	1155157	2710832
2988	1155690	2710787
2989	1156196	2710681
2990	1156897	2711030
2991	1157474	2711089
2992	1158181	2711452
2993	1158758	2711511
2994	1159227	2711314
2995	1159713	2711158
2996	1160247	2711116
2997	1160644	2710752
2998	1161062	2710437
2999	1161414	2709967
3000	1161764	2709492
3001	1162201	2709223
3002	1162680	2709050
3003	1163123	2708791
3004	1163574	2708554
3005	1163976	2708200
3006	1164353	2707790
3007	1164801	2707543
3008	1165249	2707298
3009	1165691	2707037
3010	1166135	2706783
3011	1166488	2706314
3012	1167011	2706241
3013	1167377	2705804
3014	1167755	2705398
3015	1168185	2705109
3016	1168591	2704763
3017	1169054	2704552
3018	1169512	2704328
3019	1169844	2703812
3020	1170261	2703492
3021	1170709	2703245
3022	1171070	2702798
3023	1171396	2702268
3024	1171793	2701903
3025	1172113	2701362
3026	1172479	2700925
3027	1172816	2700422
3028	1173193	2700011
3029	1173685	2699863
3030	1174144	2699640
3031	1174607	2699428
3032	1175018	2699094
3033	1175417	2698733
3034	1175816	2698373
3035	1176215	2698011
3036	1176579	2697571
3037	1176945	2697133
3038	1177428	2696965
3039	1178004	2697010
3040	1178402	2696646
3041	1178794	2696270
3042	1179148	2695804
3043	1179526	2695395
3044	1179906	2694990
3045	1180340	2694711
3046	1180764	2694406
3047	1181173	2694067
3048	1181567	2693694
3049	1182036	2693492
3050	1182392	2693032
3051	1182841	2692786
3052	1183243	2692431
3053	1183629	2692039
3054	1184131	2691912
3055	1184506	2691496
3056	1184915	2691157
3057	1185289	2690737
3058	1185686	2690373
3059	1186075	2689988
3060	1186498	2689679
3061	1186898	2689320
3062	1187265	2688887
3063	1187585	2688347
3064	1187985	2687986
3065	1188372	2687597
3066	1188774	2687243
3067	1189176	2686886
3068	1189560	2686491
3069	1189994	2686208
3070	1190375	2685806
3071	1190694	2685263
3072	1191052	2684810
3073	1191449	2684443
3074	1191800	2683972
3075	1192172	2683549
3076	1192549	2683139
3077	1192954	2682790
3078	1193386	2682504
3079	1193748	2682057
3080	1194098	2681586
3081	1194442	2681101
3082	1194862	2680786
3083	1195193	2680271
3084	1195613	2679956
3085	1195981	2679525
3086	1196387	2679179
3087	1196758	2678754
3088	1197192	2678471
3089	1197588	2678101
3090	1198047	2677873
3091	1198401	2677412
3092	1198744	2676924
3093	1199204	2676698
3094	1199540	2676195
3095	1200028	2676031
3096	1200533	2675905
3097	1200939	2675558
3098	1201294	2675098
3099	1201743	2674848
3100	1202182	2674573
3101	1202537	2674115
3102	1202890	2673649
3103	1203254	2673208
3104	1203672	2672890
3105	1204047	2672473
3106	1204508	2672249
3107	1204897	2671863
3108	1205282	2671471
3109	1205684	2671114
3110	1206047	2670671
3111	1206347	2670091
3112	1206699	2669624
3113	1207049	2669153
3114	1207426	2668741
3115	1207764	2668244
3116	1208112	2667769
3117	1208454	2667282
3118	1208845	2666900
3119	1209222	2666490
3120	1209593	2666066
3121	1209981	2665679
3122	1210366	2665287
3123	1210685	2664747
3124	1211086	2664389
3125	1211458	2663967
3126	1211813	2663510
3127	1212198	2663116
3128	1212561	2662675
3129	1212922	2662228
3130	1213316	2661855
3131	1213673	2661401
3132	1214214	2661349
3133	1214570	2660893
3134	1214926	2660437
3135	1215356	2660141
3136	1215715	2659692
3137	1216087	2659270
3138	1216454	2658838
3139	1216845	2658457
3140	1217256	2658123
3141	1217661	2657772
3142	1218146	2657598
3143	1218534	2657210
3144	1218918	2656815
3145	1219260	2656329
3146	1219635	2655914
3147	1219963	2655397
3148	1220324	2654952
3149	1220696	2654530
3150	1221196	2654386
3151	1221742	2654344
3152	1222120	2653934
3153	1222533	2653602
3154	1222955	2653289
3155	1223393	2653012
3156	1223970	2653035
3157	1224535	2653030
3158	1225136	2653104
3159	1225632	2652952
3160	1226053	2652635
3161	1226438	2652241
3162	1226787	2651769
3163	1227273	2651593
3164	1227790	2651484
3165	1228200	2651143
3166	1228618	2650821
3167	1228961	2650336
3168	1229314	2649872
3169	1229652	2649377
3170	1230056	2649023
3171	1230460	2648671
3172	1230906	2648408
3173	1231287	2648005
3174	1231677	2647620
3175	1232034	2647166
3176	1232440	2646817
3177	1232836	2646447
3178	1233139	2645878
3179	1233532	2645500
3180	1233877	2645020
3181	1234340	2644794
3182	1234709	2644365
3183	1235215	2644230
3184	1235622	2643884
3185	1236012	2643498
3186	1236352	2643008
3187	1236816	2642784
3188	1237272	2642540
3189	1237625	2642078
3190	1238018	2641700
3191	1238359	2641213
3192	1238723	2640773
3193	1239090	2640340
3194	1239402	2639792
3195	1239753	2639325
3196	1240107	2638865
3197	1240422	2638322
3198	1240774	2637858
3199	1241136	2637415
3200	1241503	2636981
3201	1241851	2636510
3202	1242152	2635938
3203	1242509	2635485
3204	1242878	2635058
3205	1243198	2634525
3206	1243532	2634025
3207	1243893	2633579
3208	1244245	2633116
3209	1244611	2632681
3210	1245024	2632349
3211	1245365	2631862
3212	1245715	2631394
3213	1246044	2630882
3214	1246383	2630393
3215	1246689	2629831
3216	1247036	2629358
3217	1247377	2628874
3218	1247678	2628303
3219	1248030	2627840
3220	1248379	2627371
3221	1248719	2626884
3222	1249031	2626338
3223	1249349	2625803
3224	1249655	2625244
3225	1250009	2624788
3226	1250312	2624221
3227	1250586	2623597
3228	1250949	2623158
3229	1251247	2622582
3230	1251589	2622102
3231	1251948	2621653
3232	1252243	2621073
3233	1252616	2620656
3234	1252973	2620205
3235	1253313	2619718
3236	1253650	2619227
3237	1253969	2618697
3238	1254309	2618211
3239	1254652	2617732
3240	1254914	2617084
3241	1255225	2616536
3242	1255566	2616054
3243	1255895	2615545
3244	1256215	2615019
3245	1256533	2614487
3246	1256898	2614055
3247	1257204	2613498
3248	1257536	2612996
3249	1257872	2612504
3250	1258222	2612041
3251	1258562	2611556
3252	1258869	2611003
3253	1259177	2610451
3254	1259515	2609964
3255	1259853	2609475
3256	1260195	2608994
3257	1260502	2608442
3258	1260804	2607879
3259	1261108	2607323
3260	1261518	2606982
3261	1261853	2606488
3262	1262158	2605933
3263	1262473	2605399
3264	1262901	2605097
3265	1263254	2604641
3266	1263662	2604298
3267	1264018	2603847
3268	1264328	2603303
3269	1264677	2602838
3270	1264980	2602279
3271	1265296	2601746
3272	1265606	2601201
3273	1265945	2600717
3274	1266288	2600241
3275	1266644	2599790
3276	1266985	2599311
3277	1267334	2598848
3278	1267613	2598239
3279	1267963	2597779
3280	1268280	2597250
3281	1268582	2596690
3282	1268935	2596235
3283	1269275	2595753
3284	1269617	2595275
3285	1269965	2594811
3286	1270274	2594266
3287	1270624	2593805
3288	1270978	2593353
3289	1271244	2592721
3290	1271580	2592230
3291	1271891	2591692
3292	1272196	2591140
3293	1272540	2590666
3294	1272887	2590200
3295	1273181	2589626
3296	1273554	2589212
3297	1273892	2588728
3298	1274236	2588256
3299	1274593	2587810
3300	1274925	2587314
3301	1275268	2586841
3302	1275610	2586365
3303	1275922	2585828
3304	1276225	2585274
3305	1276530	2584722
3306	1276881	2584265
3307	1277183	2583710
3308	1277526	2583235
3309	1277877	2582778
3310	1278182	2582230
3311	1278587	2581881
3312	1278935	2581418
3313	1279275	2580939
3314	1279626	2580484
3315	1279959	2579990
3316	1280295	2579504
3317	1280640	2579035
3318	1281010	2578617
3319	1281361	2578161
3320	1281717	2577714
3321	1282066	2577255
3322	1282403	2576771
3323	1282736	2576278
3324	1283050	2575747
3325	1283364	2575217
3326	1283731	2574793
3327	1284098	2574371
3328	1284450	2573917
3329	1284779	2573417
3330	1285100	2572901
3331	1285442	2572427
3332	1285754	2571894
3333	1286104	2571437
3334	1286447	2570965
3335	1286784	2570482
3336	1287092	2569943
3337	1287433	2569467
3338	1287788	2569020
3339	1288118	2568523
3340	1288425	2567981
3341	1288737	2567448
3342	1289058	2566934
3343	1289349	2566360
3344	1289725	2565955
3345	1290068	2565486
3346	1290425	2565044
3347	1290766	2564568
3348	1291106	2564094
3349	1291379	2563484
3350	1291691	2562953
3351	1292028	2562471
3352	1292375	2562010
3353	1292643	2561391
3354	1292976	2560901
3355	1293360	2560514
3356	1293675	2559989
3357	1294075	2559633
3358	1294477	2559281
3359	1294803	2558778
3360	1295127	2558272
3361	1295476	2557814
3362	1295858	2557423
3363	1296211	2556974
3364	1296511	2556420
3365	1296923	2556087
3366	1297343	2555770
3367	1297678	2555285
3368	1298073	2554920
3369	1298581	2554775
3370	1299107	2554667
3371	1299505	2554307
3372	1299869	2553879
3373	1300248	2553480
3374	1300635	2553098
3375	1300996	2552666
3376	1301359	2552237
3377	1301706	2551777
3378	1302123	2551452
3379	1302695	2551432
3380	1303068	2551023
3381	1303431	2550594
3382	1303827	2550230
3383	1304168	2549757
3384	1304575	2549414
3385	1304951	2549010
3386	1305279	2548512
3387	1305653	2548105
3388	1306206	2548047
3389	1306582	2547642
3390	1306904	2547133
3391	1307224	2546620
3392	1307540	2546101
3393	1307933	2545729
3394	1308319	2545346
3395	1308637	2544830
3396	1308996	2544393
3397	1309467	2544174
3398	1310020	2544114
3399	1310471	2543855
3400	1310832	2543422
3401	1311213	2543029
3402	1311565	2542580
3403	1311927	2542149
3404	1312275	2541690
3405	1312641	2541268
3406	1313019	2540868
3407	1313401	2540476
3408	1313803	2540122
3409	1314304	2539961
3410	1314727	2539648
3411	1315156	2539346
3412	1315621	2539114
3413	1316088	2538885
3414	1316548	2538645
3415	1317017	2538420
3416	1317341	2537915
3417	1317670	2537420
3418	1318056	2537037
3419	1318390	2536553
3420	1318751	2536120
3421	1319075	2535616
3422	1319400	2535115
3423	1319776	2534711
3424	1320164	2534329
3425	1320461	2533775
3426	1320857	2533410
3427	1321217	2532976
3428	1321550	2532490
3429	1321916	2532067
3430	1322312	2531702
3431	1322643	2531213
3432	1323030	2530830
3433	1323359	2530337
3434	1323712	2529890
3435	1324041	2529397
3436	1324412	2528984
3437	1324697	2528406
3438	1325052	2527965
3439	1325439	2527582
3440	1325801	2527153
3441	1326180	2526755
3442	1326553	2526345
3443	1326923	2525932
3444	1327299	2525529
3445	1327623	2525028
3446	1327967	2524564
3447	1328296	2524071
3448	1328648	2523622
3449	1329032	2523235
3450	1329387	2522793
3451	1329718	2522305
3452	1330038	2521796
3453	1330428	2521420
3454	1330751	2520916
3455	1331094	2520451
3456	1331472	2520052
3457	1331773	2519508
3458	1332163	2519132
3459	1332530	2518713
3460	1332867	2518238
3461	1333229	2517809
3462	1333571	2517341
3463	1333898	2516847
3464	1334307	2516508
3465	1334638	2516021
3466	1335007	2515606
3467	1335379	2515195
3468	1335779	2514839
3469	1336172	2514468
3470	1336544	2514058
3471	1336952	2513716
3472	1337326	2513310
3473	1337696	2512897
3474	1338088	2512526
3475	1338414	2512030
3476	1338788	2511625
3477	1339151	2511198
3478	1339538	2510817
3479	1339923	2510431
3480	1340287	2510006
3481	1340675	2509626
3482	1341090	2509299
3483	1341455	2508875
3484	1341782	2508382
3485	1342171	2508005
3486	1342532	2507575
3487	1342865	2507092
3488	1343219	2506649
3489	1343545	2506155
3490	1343890	2505696
3491	1344226	2505220
3492	1344583	2504781
3493	1344966	2504393
3494	1345329	2503967
3495	1345689	2503537
3496	1346081	2503165
3497	1346386	2502631
3498	1346750	2502208
3499	1347068	2501699
3500	1347396	2501207
3501	1347745	2500756
3502	1348082	2500283
3503	1348462	2499889
3504	1348784	2499387
3505	1349095	2498866
3506	1349422	2498375
3507	1349742	2497870
3508	1350132	2497494
3509	1350505	2497089
3510	1350884	2496693
3511	1351266	2496302
3512	1351612	2495846
3513	1351972	2495416
3514	1352298	2494923
3515	1352666	2494507
3516	1353031	2494087
3517	1353419	2493707
3518	1353780	2493279
3519	1354168	2492901
3520	1354567	2492542
3521	1354946	2492147
3522	1355323	2491749
3523	1355647	2491252
3524	1355981	2490775
3525	1356332	2490328
3526	1356733	2489973
3527	1357102	2489560
3528	1357509	2489215
3529	1357927	2488893
3530	1358300	2488487
3531	1358693	2488117
3532	1359116	2487803
3533	1359506	2487426
3534	1359911	2487080
3535	1360255	2486621
3536	1360673	2486297
3537	1361046	2485891
3538	1361463	2485565
3539	1361843	2485172
3540	1362246	2484821
3541	1362624	2484423
3542	1362969	2483966
3543	1363312	2483505
3544	1363653	2483042
3545	1364013	2482612
3546	1364403	2482237
3547	1364772	2481823
3548	1365123	2481377
3549	1365466	2480917
3550	1365878	2480583
3551	1366273	2480217
3552	1366742	2479985
3553	1367143	2479629
3554	1367494	2479185
3555	1367842	2478734
3556	1368246	2478384
3557	1368629	2477996
3558	1368999	2477585
3559	1369347	2477135
3560	1369714	2476717
3561	1370141	2476409
3562	1370519	2476012
3563	1370857	2475543
3564	1371219	2475118
3565	1371591	2474710
3566	1371963	2474303
3567	1372347	2473917
3568	1372692	2473462
3569	1373071	2473067
3570	1373439	2472652
3571	1373821	2472263
3572	1374202	2471872
3573	1374544	2471410
3574	1374935	2471038
3575	1375266	2470556
3576	1375611	2470101
3577	1375941	2469619
3578	1376326	2469234
3579	1376665	2468769
3580	1377044	2468374
3581	1377436	2468003
3582	1377748	2467488
3583	1378089	2467026
3584	1378443	2466586
3585	1378790	2466135
3586	1379185	2465770
3587	1379632	2465497
3588	1379959	2465010
3589	1380330	2464601
3590	1380700	2464191
3591	1381072	2463783
3592	1381460	2463405
3593	1381796	2462934
3594	1382198	2462581
3595	1382590	2462210
3596	1382936	2461758
3597	1383303	2461342
3598	1383676	2460936
3599	1384049	2460531
3600	1384387	2460064
3601	1384737	2459619
3602	1385118	2459228
3603	1385564	2458954
3604	1385904	2458491
3605	1386245	2458028
3606	1386576	2457550
3607	1386904	2457065
3608	1387252	2456616
3609	1387639	2456237
3610	1387974	2455766
3611	1388300	2455277
3612	1388651	2454834
3613	1389060	2454494
3614	1389363	2453966
3615	1389705	2453505
3616	1390047	2453047
3617	1390398	2452603
3618	1390785	2452224
3619	1391174	2451848
3620	1391593	2451526
3621	1391985	2451154
3622	1392358	2450750
3623	1392735	2450353
3624	1393104	2449942
3625	1393480	2449542
3626	1393830	2449098
3627	1394160	2448620
3628	1394536	2448220
3629	1394841	2447697
3630	1395222	2447307
3631	1395549	2446822
3632	1395940	2446450
3633	1396337	2446088
3634	1396693	2445655
3635	1397049	2445221
3636	1397435	2444840
3637	1397826	2444467
3638	1398212	2444086
3639	1398580	2443673
3640	1398965	2443290
3641	1399296	2442813
3642	1399630	2442341
3643	1399983	2441902
3644	1400382	2441543
3645	1400815	2441245
3646	1401300	2441037
3647	1401635	2440567
3648	1402020	2440184
3649	1402397	2439787
3650	1402795	2439427
3651	1403158	2439006
3652	1403533	2438605
3653	1403950	2438278
3654	1404292	2437820
3655	1404688	2437458
3656	1405032	2437003
3657	1405415	2436617
3658	1405828	2436283
3659	1406284	2436022
3660	1406792	2435853
3661	1407235	2435570
3662	1407601	2435154
3663	1408001	2434798
3664	1408429	2434489
3665	1408881	2434221
3666	1409294	2433887
3667	1409639	2433434
3668	1410010	2433027
3669	1410382	2432621
3670	1410786	2432271
3671	1411210	2431954
3672	1411639	2431647
3673	1412003	2431228
3674	1412367	2430809
3675	1412817	2430537
3676	1413249	2430236
3677	1413706	2429976
3678	1414084	2429580
3679	1414487	2429228
3680	1414924	2428935
3681	1415345	2428612
3682	1415822	2428387
3683	1416253	2428083
3684	1416745	2427882
3685	1417207	2427631
3686	1417613	2427283
3687	1418078	2427037
3688	1418437	2426608
3689	1418865	2426298
3690	1419235	2425888
3691	1419645	2425548
3692	1420055	2425206
3693	1420443	2424829
3694	1420870	2424516
3695	1421226	2424082
3696	1421620	2423715
3697	1421982	2423291
3698	1422485	2423109
3699	1422928	2422824
3700	1423327	2422464
3701	1423752	2422148
3702	1424165	2421812
3703	1424655	2421606
3704	1425113	2421347
3705	1425611	2421155
3706	1426031	2420829
3707	1426518	2420618
3708	1426996	2420392
3709	1427435	2420098
3710	1427801	2419682
3711	1428112	2419173
3712	1428477	2418755
3713	1428886	2418412
3714	1429234	2417964
3715	1429579	2417512
3716	1429921	2417056
3717	1430267	2416605
3718	1430658	2416232
3719	1431031	2415827
3720	1431427	2415461
3721	1431809	2415072
3722	1432153	2414619
3723	1432509	2414185
3724	1432915	2413838
3725	1433313	2413474
3726	1433698	2413090
3727	1434084	2412708
3728	1434429	2412257
3729	1434814	2411872
3730	1435170	2411440
3731	1435551	2411048
3732	1435926	2410649
3733	1436320	2410279
3734	1436695	2409879
3735	1437061	2409463
3736	1437431	2409054
3737	1437823	2408681
3738	1438200	2408283
3739	1438637	2407986
3740	1439074	2407690
3741	1439693	2407697
3742	1440255	2407608
3743	1440753	2407412
3744	1441408	2407478
3745	1442071	2407558
3746	1442470	2407196
3747	1442864	2406826
3748	1443475	2406819
3749	1443873	2406455
3750	1444341	2406209
3751	1444779	2405912
3752	1445190	2405570
3753	1445540	2405126
3754	1446039	2404931
3755	1446455	2404596
3756	1446807	2404157
3757	1447173	2403740
3758	1447540	2403325
3759	1447980	2403031
3760	1448547	2402947
3761	1448931	2402561
3762	1449302	2402151
3763	1449757	2401883
3764	1450186	2401570
3765	1450730	2401448
3766	1451174	2401159
3767	1451611	2400861
3768	1452032	2400534
3769	1452410	2400136
3770	1452769	2399707
3771	1453129	2399281
3772	1453564	2398978
3773	1453944	2398584
3774	1454330	2398200
3775	1454727	2397834
3776	1455107	2397440
3777	1455493	2397056
3778	1455850	2396625
3779	1456251	2396265
3780	1456646	2395896
3781	1457056	2395551
3782	1457455	2395189
3783	1457872	2394856
3784	1458235	2394433
3785	1458633	2394070
3786	1458967	2393600
3787	1459366	2393237
3788	1459776	2392892
3789	1460121	2392442
3790	1460508	2392058
3791	1460891	2391669
3792	1461227	2391203
3793	1461614	2390822
3794	1461944	2390346
3795	1462299	2389911
3796	1462650	2389470
3797	1463021	2389063
3798	1463424	2388706
3799	1463805	2388315
3800	1464187	2387923
3801	1464555	2387511
3802	1464894	2387050
3803	1465281	2386667
3804	1465623	2386213
3805	1465991	2385799
3806	1466361	2385388
3807	1466741	2384995
3808	1467128	2384613
3809	1467472	2384161
3810	1467979	2383974
3811	1468370	2383597
3812	1468745	2383197
3813	1469090	2382746
3814	1469482	2382371
3815	1469837	2381937
3816	1470189	2381499
3817	1470598	2381152
3818	1470932	2380685
3819	1471289	2380253
3820	1471672	2379865
3821	1472066	2379493
3822	1472442	2379093
3823	1472805	2378673
3824	1473144	2378213
3825	1473507	2377793
3826	1473873	2377377
3827	1474224	2376936
3828	1474690	2376681
3829	1475060	2376272
3830	1475431	2375863
3831	1475823	2375490
3832	1476273	2375210
3833	1476684	2374865
3834	1477102	2374534
3835	1477544	2374240
3836	1477976	2373929
3837	1478401	2373608
3838	1478854	2373331
3839	1479317	2373072
3840	1479692	2372670
3841	1480097	2372316
3842	1480548	2372036
3843	1480940	2371662
3844	1481399	2371394
3845	1481831	2371084
3846	1482236	2370731
3847	1482581	2370281
3848	1482960	2369885
3849	1483298	2369424
3850	1483680	2369033
3851	1484059	2368639
3852	1484419	2368212
3853	1484767	2367768
3854	1485139	2367363
3855	1485526	2366979
3856	1485867	2366523
3857	1486205	2366063
3858	1486556	2365623
3859	1486925	2365213
3860	1487254	2364738
3861	1487629	2364336
3862	1487973	2363885
3863	1488344	2363478
3864	1488669	2362997
3865	1489065	2362630
3866	1489442	2362231
3867	1489815	2361827
3868	1490163	2361383
3869	1490520	2360953
3870	1490917	2360587
3871	1491314	2360220
3872	1491807	2360006
3873	1492188	2359613
3874	1492660	2359366
3875	1493262	2359324
3876	1493660	2358959
3877	1494080	2358628
3878	1494395	2358132
3879	1494790	2357762
3880	1495260	2357510
3881	1495647	2357127
3882	1496060	2356787
3883	1496627	2356687
3884	1497044	2356352
3885	1497485	2356054
3886	1497974	2355831
3887	1498587	2355804
3888	1498993	2355451
3889	1499566	2355360
3890	1500345	2355593
3891	1500998	2355626
3892	1501596	2355573
3893	1501990	2355201
3894	1502354	2354780
3895	1502766	2354437
3896	1503172	2354082
3897	1503589	2353745
3898	1503934	2353296
3899	1504340	2352942
3900	1504794	2352664
3901	1505211	2352327
3902	1505663	2352044
3903	1506195	2351887
3904	1506745	2351758
3905	1507317	2351662
3906	1507761	2351367
3907	1508219	2351092
3908	1508571	2350654
3909	1508971	2350291
3910	1509340	2349878
3911	1509704	2349458
3912	1510255	2349329
3913	1510599	2348878
3914	1511023	2348550
3915	1511416	2348176
3916	1511770	2347740
3917	1512162	2347364
3918	1512544	2346971
3919	1512890	2346524
3920	1513284	2346150
3921	1513639	2345717
3922	1514027	2345333
3923	1514348	2344846
3924	1514666	2344357
3925	1514998	2343887
3926	1515365	2343471
3927	1515746	2343077
